;2004M01;2004M02;2004M03;2004M04;2004M05;2004M06;2004M07;2004M08;2004M09;2004M10;2004M11;2004M12;2005M01;2005M02;2005M03;2005M04;2005M05;2005M06;2005M07;2005M08;2005M09;2005M10;2005M11;2005M12;2006M01;2006M02;2006M03;2006M04;2006M05;2006M06;2006M07;2006M08;2006M09;2006M10;2006M11;2006M12;2007M01;2007M02;2007M03;2007M04;2007M05;2007M06;2007M07;2007M08;2007M09;2007M10;2007M11;2007M12;2008M01;2008M02;2008M03;2008M04;2008M05;2008M06;2008M07;2008M08;2008M09;2008M10;2008M11;2008M12;2009M01;2009M02;2009M03;2009M04;2009M05;2009M06;2009M07;2009M08;2009M09;2009M10;2009M11;2009M12;2010M01;2010M02;2010M03;2010M04;2010M05;2010M06;2010M07;2010M08;2010M09;2010M10;2010M11;2010M12;2011M01;2011M02;2011M03;2011M04;2011M05;2011M06;2011M07;2011M08;2011M09;2011M10;2011M11;2011M12;2012M01;2012M02;2012M03;2012M04;2012M05;2012M06;2012M07;2012M08;2012M09;2012M10;2012M11;2012M12;2013M01;2013M02;2013M03;2013M04;2013M05;2013M06;2013M07;2013M08;2013M09;2013M10;2013M11;2013M12;2014M01;2014M02;2014M03;2014M04;2014M05;2014M06;2014M07;2014M08;2014M09;2014M10;2014M11;2014M12;2015M01;2015M02;2015M03;2015M04;2015M05;2015M06;2015M07;2015M08;2015M09;2015M10;2015M11;2015M12;2016M01;2016M02;2016M03;2016M04;2016M05;2016M06;2016M07;2016M08;2016M09;2016M10;2016M11;2016M12;2017M01;2017M02;2017M03;2017M04;2017M05;2017M06;2017M07;2017M08;2017M09;2017M10;2017M11;2017M12
Viborg;11933;11172;12872;12675;12731;12377;11674;12497;12536;12152;12553;11927;12519;12355;12764;13861;13325;12449;12461;12573;14800;14639;13281;12256;12131;11940;12088;12158;10840;11440;12045;11153;11889;12805;13058;13431;13929;14224;14481;15690;16541;15497;15728;16755;16653;16473;16640;16310;16846;16636;16723;16827;18074;17237;16565;16723;16648;16442;16050;16134;15435;15720;15945;14563;14538;14534;14922;15357;15338;14182;14879;14119;14808;14201;14651;14683;15267;15641;15858;15858;16022;17621;16760;16421;16569;16621;16260;16125;16721;16677;16485;16015;14951;15346;15136;14241;14838;14818;14714;15033;15173;14923;15214;17102;16653;16755;16044;15557;15808;15803;15482;15936;16005;16772;16983;17870;17865;16381;15400;14011;13956;13212;13649;14020;13824;13934;13768;14074;13800;13862;13973;13493;13823;13314;14410;15573;15690;15576;15608;15017;14897;14528;14228;14220;14082;14376;14275;14077;14025;14159;14213;13047;12478;12451;12663;14639;14624;13392;15801;16387;15584;15288;15698;15584;16293;15238;15230;15324
Region Nordjylland;10742;10992;11052;11692;12079;12275;12464;12923;13440;13775;13688;14050;14232;14162;14280;14715;14618;14900;15044;15028;15156;15009;15287;15404;15324;15804;16002;16228;16456;16653;16907;17105;17160;17388;17366;17468;17399;17427;17568;17398;17639;17798;18100;18040;18283;18238;18227;18272;18220;18211;18422;18525;18560;18383;18420;18471;18399;18619;18564;18588;18483;18328;18330;18362;18543;18422;18316;18306;18227;18230;18436;18447;18378;18470;18354;18253;18065;18109;18124;18099;18098;17981;17838;17751;17706;17780;17776;17840;17616;17489;17416;17476;17433;17491;17396;17392;17273;17283;17177;17291;17204;17156;17190;17129;17045;17088;17045;16960;17025;17009;17043;17023;17014;17037;16927;16931;16777;16749;16588;16461;16383;16278;16292;16232;16168;16039;16024;15958;15828;15778;15874;15815;15722;15686;15698;15674;15651;15677;15661;15736;15652;15627;15626;15481;15451;15211;15091;15043;15230;15506;15390;15526;15425;15389;15264;15120;15377;15253;15399;15479;15398;15342;15457;15557;15608;15533;15464;15270
Landsdel Nordjylland;10742;10992;11052;11692;12079;12275;12464;12923;13440;13775;13688;14050;14232;14162;14280;14715;14618;14900;15044;15028;15156;15009;15287;15404;15324;15804;16002;16228;16456;16653;16907;17105;17160;17388;17366;17468;17399;17427;17568;17398;17639;17798;18100;18040;18283;18238;18227;18272;18220;18211;18422;18525;18560;18383;18420;18471;18399;18619;18564;18588;18483;18328;18330;18362;18543;18422;18316;18306;18227;18230;18436;18447;18378;18470;18354;18253;18065;18109;18124;18099;18098;17981;17838;17751;17706;17780;17776;17840;17616;17489;17416;17476;17433;17491;17396;17392;17273;17283;17177;17291;17204;17156;17190;17129;17045;17088;17045;16960;17025;17009;17043;17023;17014;17037;16927;16931;16777;16749;16588;16461;16383;16278;16292;16232;16168;16039;16024;15958;15828;15778;15874;15815;15722;15686;15698;15674;15651;15677;15661;15736;15652;15627;15626;15481;15451;15211;15091;15043;15230;15506;15390;15526;15425;15389;15264;15120;15377;15253;15399;15479;15398;15342;15457;15557;15608;15533;15464;15270
Brønderslev;7335;7423;7919;0;0;0;0;0;6566;8266;8309;8309;8309;10000;0;7267;0;0;9102;10804;11920;11920;10828;11806;11029;11123;11224;11304;10949;10843;11100;10408;10601;10657;10945;10667;10673;10846;10973;10787;10706;10531;11124;11065;11224;10831;10586;10586;10529;10412;10361;10292;10402;11184;11827;11771;11859;11757;12092;12038;11985;12233;12222;12426;12419;12552;12580;12654;12231;12284;11950;12226;12130;12034;12584;12460;12514;12168;11990;12475;12050;12206;12631;12631;11538;11138;11138;11104;10502;10939;10862;10822;10965;10726;9970;9915;10440;10406;10347;10178;10732;10907;10820;10566;10248;10253;10864;10679;10679;10723;10714;10847;10922;11149;11359;10147;10739;11139;10970;10953;9246;9092;9361;9285;9272;9272;9235;9528;9692;9448;9367;9610;9587;9528;9531;9615;9688;9887;9473;9330;8989;8964;8612;8278;8275;8114;9046;9529;10335;10070;9723;9277;9229;8809;8386;8449;8436;8606;8541;8518;8552;9251;9689;9376;9481;9481;9481;9481
Frederikshavn;14857;15480;15402;15751;15839;15591;16335;17020;20669;21689;20028;22531;23065;22154;22150;23266;21836;21742;21581;19391;18961;18766;18710;18457;18755;21792;22048;20829;20750;22003;21984;22751;22673;22413;22614;22574;21970;21615;22533;21745;22157;22521;24233;23322;24920;24067;24475;25072;24121;23348;25197;25039;24722;24271;25235;24537;24179;25134;25085;25196;25331;24603;24859;25191;26664;26402;26456;26447;26009;25952;25810;25917;25799;25532;25228;25300;25108;25551;25949;26146;25236;24831;24261;24502;24340;24632;24732;24397;23599;24097;23894;23904;23352;24124;24281;24427;24629;24640;24423;25258;24449;24311;24432;24116;23865;23758;23620;23409;23576;23598;23756;23699;24079;23802;23387;23206;22481;22692;22423;22205;21629;20906;20420;20693;20273;19810;19042;18569;18736;18202;18903;18455;18215;18466;18908;19181;18874;19093;19247;18779;18574;18536;18309;17794;17643;17322;18050;17982;18162;18586;18700;18279;18058;17943;17832;17431;17800;17510;17503;17957;17853;17779;19008;19655;19451;19602;19350;18219
Hjørring;12400;12778;12834;13557;14494;14708;14720;14918;14975;15409;15524;15437;15896;15833;15946;16556;16596;16622;16897;17257;17828;17631;18346;18490;18495;18416;18648;19127;19221;19785;20108;19696;19656;20112;20484;20937;21023;21004;20629;21008;21283;21143;21913;21803;21789;22148;22318;22146;22396;22511;22479;22712;22450;22192;22164;22032;22357;22235;22324;22202;22246;22103;22178;21998;22108;22051;22253;22235;22228;22469;23076;23165;22791;23258;22971;22418;22174;22238;22346;22045;21968;21364;21301;21302;21594;21871;21844;21960;21714;21511;21369;21841;21611;21442;21220;21490;21095;21322;21065;20889;21512;21219;21595;21612;21584;21417;21669;21444;21636;21473;21561;21226;20907;21047;21039;21102;21369;21405;21178;21045;21093;20872;21175;20946;20790;20665;20873;21020;20705;20666;20863;20829;20637;20291;20071;20200;20247;20348;20054;20376;20033;19806;19667;19471;19723;19777;19544;19379;19620;19472;19383;19444;19236;19249;19242;18517;19845;19718;19768;19784;19875;19733;19990;20016;19900;19475;19278;19254
Jammerbugt;12054;12261;12090;13694;14107;14573;14687;15798;16120;16296;16471;16545;16543;16693;16646;17303;17843;18057;18175;18278;18555;18212;18308;18545;18213;18542;18743;19950;19661;19123;19398;19702;19663;19978;19756;19965;19881;19877;20023;19843;19801;19569;19492;19774;20042;20204;19842;20065;20030;20074;20232;20399;20818;20803;20567;21160;20863;21238;21012;20965;20945;20873;20706;20660;20716;20494;20146;20088;20119;20165;20644;20494;20627;20724;20558;20397;20052;20327;20214;20091;20358;20476;20553;20130;19957;19928;19930;20114;19949;19923;19587;19699;19688;19714;19467;19448;19245;19382;19135;19357;19226;19206;19043;18952;18885;19073;18787;18656;18615;18672;18782;18923;19065;19065;19105;19161;18804;18707;18346;18211;18220;18183;18171;18223;18246;18098;18140;18130;18029;18223;18231;18445;18411;18301;18500;18132;18035;18152;18022;18328;18183;18373;18489;18290;18033;18026;18338;18175;18145;18465;18328;18163;18012;17908;17512;17482;17561;17217;17535;17628;17401;17324;17076;17229;17634;17428;17492;17321
Læsø;8169;8219;8541;9587;8637;8308;9314;10464;10987;11751;11884;12150;12585;12424;12447;11544;12506;12435;13200;14721;14467;13682;14148;13824;14122;15058;14011;13790;15511;15453;15488;16090;16289;17781;17275;17211;17442;17613;18156;16249;18254;19211;19464;19382;19374;19414;19414;18082;16176;17158;18125;17882;17817;18098;17767;18033;17751;17513;17285;18334;18099;17892;17667;17511;17286;17730;17669;17865;18003;17483;17002;17013;17398;17436;17284;17078;17016;16879;16929;16936;17102;16947;16261;16375;16183;16554;16694;17186;17078;15852;16382;15922;16155;16378;16618;16349;16772;16610;16684;16657;16642;16409;16224;16390;16298;16828;16506;16844;16594;16467;16562;16174;15503;15620;15182;15233;15433;15157;15295;15289;15230;15190;15153;15289;15041;14820;14991;14775;15003;15079;15110;14874;14979;14823;15093;15676;15881;15969;16140;16429;16879;16959;17001;16770;16905;16907;16777;16815;17190;17200;16403;16095;15627;15719;15362;15414;15538;15376;15382;15656;15484;15475;14966;15160;15455;15590;16010;15958
Mariagerfjord;9676;9650;9672;9809;10264;10655;10745;10978;10862;10968;10981;10844;10986;10996;11689;11431;10593;11324;11514;11940;12108;12274;12337;12638;12585;12603;12796;12624;13814;13967;13991;14088;14141;14097;13829;13718;13891;13914;14076;14081;14565;14824;14698;14722;14552;14422;14285;14440;14723;14900;14632;14638;14766;14499;14209;14331;14233;14356;14213;14187;13929;13849;13927;14280;14079;13923;14000;14334;14474;14225;14501;14439;14218;14289;14520;14445;14175;14205;14159;13925;13863;13715;13684;13649;13511;13665;13752;14103;13846;13138;13467;13577;13847;13671;13572;13500;13555;13373;13575;13490;13222;13108;13061;13199;13297;13129;13145;13197;13295;13263;13025;13122;13233;13169;13236;13130;12800;12787;12874;12781;13079;12985;13179;13162;13162;13042;13121;13025;12979;13049;12931;12777;12668;12491;12047;12049;12043;11905;11916;11919;12056;12126;12004;12076;12157;9863;7339;7467;8458;10059;9938;11962;12196;12158;12168;12229;12221;12146;12249;12048;12155;11936;12076;12030;12085;12213;12237;12280
Morsø;4682;4682;5703;5490;5789;6614;6754;5921;5943;5612;6064;6251;6381;6714;6620;7252;5488;5996;6210;6282;6410;5645;5882;5872;6344;5677;7148;6594;6546;6516;6697;6474;8075;9341;8075;8882;9021;10548;10584;9568;8956;9196;10898;9716;13110;12033;13331;12325;12392;11425;9454;9835;10779;11437;10000;10350;11503;11599;12189;11863;11317;11383;11204;12741;12514;12682;12868;12199;12043;12334;12404;12586;12446;12153;12028;11912;11496;10969;11288;11962;12108;12860;12199;12256;12781;12911;12116;12263;12523;11818;11885;11548;12188;12139;12321;12316;11439;11168;11272;10582;10195;9553;10270;9926;9449;9927;10008;9843;9835;9452;9150;9245;8985;8970;8286;9023;8336;8369;8348;8218;8511;9250;9964;9764;9848;9801;9751;9398;8737;8476;7676;7700;7719;8792;8873;9296;9140;8883;8820;9214;9277;8733;9049;9220;9509;9970;9399;9496;9816;9613;9250;9347;9162;10222;10317;10278;10319;10826;10875;11491;11191;11141;11229;10966;10873;10649;10990;10954
Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26077;7900;18514;18514;18514;18514;18514;18514;18514;18514;18500;18500;18500;18500;18500;18500;0;0;0;0;0;0;18500;18500;18500;18500;18500;17786;17071;17071;17071;0;0;0;0;0;0;0;17710;15913;15913;15913;15913;15913;15913;15188;14464;14178;14178;14178;13754;13331;13500;13500;13500;13500;13500;13500;13500;8514;8412;8412;8243;8074;8074;8074;8074;7733;7223;11833;11833;11833;11833;11833;11833;11328;10823;10823;10823;10823;10535;10247;15300;15300;15300;15300;24394;24394;26667;26667;26667;26667;26667;23727;23576;26228;26228;26228;26228;26228;26228;26228;9900;23596;23596;23596;23596;23596;23596;23596;12586;12586;12586;12468;12350;12350;15782;16988;16988;16923;28404;22818;15700;16458;16458;16458;16458;16458;16458;16458;14083;14083;13667;13250;13250;13250;13250;13250;13250;13250;13767;13767;13767;13767;13375;13375;11757;11757;12025;13120
Thisted;9284;9247;9982;10249;10466;10674;10720;10610;10445;10639;10256;10514;10381;10219;10321;10260;9570;10393;10679;10630;10796;10506;10613;10994;10956;10960;11179;11486;11998;12311;12708;13066;13185;13637;13534;13615;13653;13606;13765;13823;13489;14076;14245;14152;14114;14154;13864;13638;13711;13699;14134;14187;14424;13918;14125;14070;13742;13738;13913;13921;13697;13938;13824;13947;13807;13767;13553;13469;13552;13550;13414;13584;13577;13618;13547;13341;13388;13301;13190;13378;13512;13596;13295;13431;13283;13310;13314;13095;13016;13031;13008;12900;13002;12909;12958;12843;12772;12671;12819;12761;12742;12793;12734;12626;12612;12657;12710;12611;12704;12786;13194;13201;13136;13137;12936;13143;13090;13028;12846;12801;12757;12725;12643;12582;12578;12535;12646;12521;12621;12622;12596;12468;12330;12417;12223;11989;12219;12229;12453;12353;12413;12278;12339;12244;11999;12018;12146;12221;12243;12420;12339;12234;12309;12201;12129;12241;12250;12340;12406;12505;12240;12451;12314;12310;12462;12459;12343;12284
Vesthimmerlands;8035;8401;8472;8501;8831;8656;8687;8825;9050;9055;9031;9150;9293;9250;9109;9606;10028;10284;10342;10318;10128;10348;10503;10737;10442;11013;11142;11012;12034;12520;12893;12971;13579;13816;13937;13765;13408;13264;12914;13049;13220;13327;13169;13510;13377;13438;13796;13997;14239;14413;13600;13919;13922;13969;14290;14211;13924;14202;14466;14625;14604;14478;14134;14269;14404;14082;14082;14087;13748;13650;13682;13604;13609;13529;13512;13545;13396;13266;13167;13253;13122;13018;12858;12558;12583;12486;12507;12473;12189;12235;12320;12381;12423;12558;12423;12360;12199;12019;12246;12400;12229;12326;12335;12265;12049;11976;11890;11879;11801;11924;11791;11841;11824;11882;11829;11723;11773;11783;11724;11641;11622;11624;11650;11666;11749;11616;11550;11339;11281;11175;11238;11010;11030;11043;11284;11189;11182;10931;11147;11252;11386;11548;11602;11602;11753;11764;11475;11496;11467;11450;11383;11485;11430;11244;11485;11604;11628;11642;11757;11677;11743;11601;11780;11698;11570;11538;11260;11262
Aalborg;8098;8345;8323;8368;8700;8878;9037;9252;9454;9777;10191;10408;10526;10632;10804;11337;11348;11746;11902;12472;12365;12525;13135;13080;12974;12984;13231;13280;13362;13423;13800;14064;13993;13963;13993;13930;13966;14303;14538;14301;14786;15232;15029;15016;14860;14749;14724;14716;14902;14952;14994;15085;14898;14709;14685;14687;14922;15040;14814;14849;14487;14294;14527;14304;14368;14353;14063;13999;13833;13841;13905;13962;13878;14010;13996;14297;14266;13995;13963;14043;14345;14369;14293;14260;14238;14135;14056;14108;14126;13870;13899;13722;13760;13764;13715;13540;13431;13359;13171;13217;13039;13242;13249;13249;13089;13207;13222;13262;13385;13319;13136;13184;13099;13250;13064;13022;13041;12911;12941;12784;12722;12748;12755;12392;12420;12495;12545;12619;12294;12151;12156;12125;12082;12161;12008;12101;12121;12041;11968;11962;11966;11791;11886;11910;11929;11842;11837;11846;12018;12134;11978;12263;12195;12263;12172;12179;12016;12058;12272;12269;12219;12224;12173;12137;12021;12127;12057;11957
