Pris;Kommune;Dato
40595;Hørsholm;2023-02-01
38979;Hørsholm;2023-03-01
39786;Hørsholm;2023-04-01
39176;Hørsholm;2023-05-01
38979;Hørsholm;2023-06-01
39567;Hørsholm;2023-07-01
42063;Hørsholm;2023-08-01
41454;Hørsholm;2023-09-01
42645;Hørsholm;2023-10-01
42884;Hørsholm;2023-11-01
41510;Hørsholm;2023-12-01
42767;Hørsholm;2024-01-01
44517;Hørsholm;2024-02-01
43658;Hørsholm;2024-03-01
44826;Hørsholm;2024-04-01
34196;Rudersdal;2018-01-01
34856;Rudersdal;2018-02-01
32975;Rudersdal;2018-03-01
32667;Rudersdal;2018-04-01
33561;Rudersdal;2018-05-01
34616;Rudersdal;2018-06-01
35117;Rudersdal;2018-07-01
35385;Rudersdal;2018-08-01
35640;Rudersdal;2018-09-01
35364;Rudersdal;2018-10-01
33502;Rudersdal;2018-11-01
33250;Rudersdal;2018-12-01
33176;Rudersdal;2019-01-01
33075;Rudersdal;2019-02-01
34455;Rudersdal;2019-03-01
33889;Rudersdal;2019-04-01
35453;Rudersdal;2019-05-01
35684;Rudersdal;2019-06-01
35944;Rudersdal;2019-07-01
35946;Rudersdal;2019-08-01
36029;Rudersdal;2019-09-01
36975;Rudersdal;2019-10-01
38224;Rudersdal;2019-11-01
36234;Rudersdal;2019-12-01
36417;Rudersdal;2020-01-01
36666;Rudersdal;2020-02-01
37355;Rudersdal;2020-03-01
36840;Rudersdal;2020-04-01
36273;Rudersdal;2020-05-01
37895;Rudersdal;2020-06-01
35432;Rudersdal;2020-07-01
34439;Rudersdal;2020-08-01
35112;Rudersdal;2020-09-01
36080;Rudersdal;2020-10-01
35854;Rudersdal;2020-11-01
35998;Rudersdal;2020-12-01
38126;Rudersdal;2021-01-01
37875;Rudersdal;2021-02-01
36821;Rudersdal;2021-03-01
37779;Rudersdal;2021-04-01
37407;Rudersdal;2021-05-01
41705;Rudersdal;2021-06-01
40815;Rudersdal;2021-07-01
39997;Rudersdal;2021-08-01
41041;Rudersdal;2021-09-01
41557;Rudersdal;2021-10-01
42944;Rudersdal;2021-11-01
42799;Rudersdal;2021-12-01
42386;Rudersdal;2022-01-01
42345;Rudersdal;2022-02-01
42438;Rudersdal;2022-03-01
43257;Rudersdal;2022-04-01
43199;Rudersdal;2022-05-01
42441;Rudersdal;2022-06-01
41002;Rudersdal;2022-07-01
41754;Rudersdal;2022-08-01
40974;Rudersdal;2022-09-01
42097;Rudersdal;2022-10-01
40811;Rudersdal;2022-11-01
40973;Rudersdal;2022-12-01
43739;Rudersdal;2023-01-01
44042;Rudersdal;2023-02-01
45314;Rudersdal;2023-03-01
46004;Rudersdal;2023-04-01
44009;Rudersdal;2023-05-01
43392;Rudersdal;2023-06-01
44238;Rudersdal;2023-07-01
44897;Rudersdal;2023-08-01
47151;Rudersdal;2023-09-01
47269;Rudersdal;2023-10-01
47666;Rudersdal;2023-11-01
47086;Rudersdal;2023-12-01
47803;Rudersdal;2024-01-01
47142;Rudersdal;2024-02-01
43246;Rudersdal;2024-03-01
42742;Rudersdal;2024-04-01
9745;Landsdel Bornholm;2018-01-01
9913;Landsdel Bornholm;2018-02-01
10164;Landsdel Bornholm;2018-03-01
9861;Landsdel Bornholm;2018-04-01
13007;Landsdel Bornholm;2018-05-01
12775;Landsdel Bornholm;2018-06-01
10116;Landsdel Bornholm;2018-07-01
9868;Landsdel Bornholm;2018-08-01
10185;Landsdel Bornholm;2018-09-01
11203;Landsdel Bornholm;2018-10-01
9944;Landsdel Bornholm;2018-11-01
11009;Landsdel Bornholm;2018-12-01
11548;Landsdel Bornholm;2019-01-01
15066;Landsdel Bornholm;2019-02-01
14061;Landsdel Bornholm;2019-03-01
14929;Landsdel Bornholm;2019-04-01
14282;Landsdel Bornholm;2019-05-01
14212;Landsdel Bornholm;2019-06-01
14028;Landsdel Bornholm;2019-07-01
14083;Landsdel Bornholm;2019-08-01
13953;Landsdel Bornholm;2019-09-01
13255;Landsdel Bornholm;2019-10-01
13014;Landsdel Bornholm;2019-11-01
12661;Landsdel Bornholm;2019-12-01
12661;Landsdel Bornholm;2020-01-01
12253;Landsdel Bornholm;2020-02-01
14854;Landsdel Bornholm;2020-03-01
14854;Landsdel Bornholm;2020-04-01
14605;Landsdel Bornholm;2020-05-01
14312;Landsdel Bornholm;2020-06-01
13185;Landsdel Bornholm;2020-07-01
11980;Landsdel Bornholm;2020-08-01
12271;Landsdel Bornholm;2020-09-01
10864;Landsdel Bornholm;2020-10-01
9271;Landsdel Bornholm;2020-11-01
11772;Landsdel Bornholm;2020-12-01
12876;Landsdel Bornholm;2021-01-01
12876;Landsdel Bornholm;2021-02-01
13339;Landsdel Bornholm;2021-03-01
13569;Landsdel Bornholm;2021-04-01
12656;Landsdel Bornholm;2021-05-01
14916;Landsdel Bornholm;2021-06-01
12886;Landsdel Bornholm;2021-07-01
13634;Landsdel Bornholm;2021-08-01
12735;Landsdel Bornholm;2021-09-01
14859;Landsdel Bornholm;2021-10-01
15703;Landsdel Bornholm;2021-11-01
15160;Landsdel Bornholm;2021-12-01
16607;Landsdel Bornholm;2022-01-01
16798;Landsdel Bornholm;2022-02-01
18383;Landsdel Bornholm;2022-03-01
17472;Landsdel Bornholm;2022-04-01
16727;Landsdel Bornholm;2022-05-01
15125;Landsdel Bornholm;2022-06-01
13036;Landsdel Bornholm;2022-07-01
12060;Landsdel Bornholm;2022-08-01
16900;Landsdel Bornholm;2022-09-01
15338;Landsdel Bornholm;2022-10-01
20364;Landsdel Bornholm;2022-11-01
23143;Landsdel Bornholm;2022-12-01
22909;Landsdel Bornholm;2023-01-01
21949;Landsdel Bornholm;2023-02-01
22433;Landsdel Bornholm;2023-03-01
25603;Landsdel Bornholm;2023-04-01
21785;Landsdel Bornholm;2023-05-01
22733;Landsdel Bornholm;2023-06-01
21279;Landsdel Bornholm;2023-07-01
18970;Landsdel Bornholm;2023-08-01
19167;Landsdel Bornholm;2023-09-01
19046;Landsdel Bornholm;2023-10-01
18908;Landsdel Bornholm;2023-11-01
19185;Landsdel Bornholm;2023-12-01
19185;Landsdel Bornholm;2024-01-01
19234;Landsdel Bornholm;2024-02-01
21260;Landsdel Bornholm;2024-03-01
23079;Landsdel Bornholm;2024-04-01
9745;Bornholm;2018-01-01
9913;Bornholm;2018-02-01
10164;Bornholm;2018-03-01
9861;Bornholm;2018-04-01
13007;Bornholm;2018-05-01
12775;Bornholm;2018-06-01
10116;Bornholm;2018-07-01
9868;Bornholm;2018-08-01
10185;Bornholm;2018-09-01
11203;Bornholm;2018-10-01
9944;Bornholm;2018-11-01
11009;Bornholm;2018-12-01
11548;Bornholm;2019-01-01
15066;Bornholm;2019-02-01
14061;Bornholm;2019-03-01
14929;Bornholm;2019-04-01
14282;Bornholm;2019-05-01
14212;Bornholm;2019-06-01
14028;Bornholm;2019-07-01
14083;Bornholm;2019-08-01
13953;Bornholm;2019-09-01
13255;Bornholm;2019-10-01
13014;Bornholm;2019-11-01
12661;Bornholm;2019-12-01
12661;Bornholm;2020-01-01
12253;Bornholm;2020-02-01
14854;Bornholm;2020-03-01
14854;Bornholm;2020-04-01
14605;Bornholm;2020-05-01
14312;Bornholm;2020-06-01
13185;Bornholm;2020-07-01
11980;Bornholm;2020-08-01
12271;Bornholm;2020-09-01
10864;Bornholm;2020-10-01
9271;Bornholm;2020-11-01
11772;Bornholm;2020-12-01
12876;Bornholm;2021-01-01
12876;Bornholm;2021-02-01
13339;Bornholm;2021-03-01
13569;Bornholm;2021-04-01
12656;Bornholm;2021-05-01
14916;Bornholm;2021-06-01
12886;Bornholm;2021-07-01
13634;Bornholm;2021-08-01
12735;Bornholm;2021-09-01
14859;Bornholm;2021-10-01
15703;Bornholm;2021-11-01
15160;Bornholm;2021-12-01
16607;Bornholm;2022-01-01
16798;Bornholm;2022-02-01
18383;Bornholm;2022-03-01
17472;Bornholm;2022-04-01
16727;Bornholm;2022-05-01
15125;Bornholm;2022-06-01
13036;Bornholm;2022-07-01
12060;Bornholm;2022-08-01
16900;Bornholm;2022-09-01
15338;Bornholm;2022-10-01
20364;Bornholm;2022-11-01
23143;Bornholm;2022-12-01
22909;Bornholm;2023-01-01
21949;Bornholm;2023-02-01
22433;Bornholm;2023-03-01
25603;Bornholm;2023-04-01
21785;Bornholm;2023-05-01
22733;Bornholm;2023-06-01
21279;Bornholm;2023-07-01
18970;Bornholm;2023-08-01
19167;Bornholm;2023-09-01
19046;Bornholm;2023-10-01
18908;Bornholm;2023-11-01
19185;Bornholm;2023-12-01
19185;Bornholm;2024-01-01
19234;Bornholm;2024-02-01
21260;Bornholm;2024-03-01
23079;Bornholm;2024-04-01
18584;Region Sjælland;2018-01-01
18991;Region Sjælland;2018-02-01
18939;Region Sjælland;2018-03-01
18944;Region Sjælland;2018-04-01
18945;Region Sjælland;2018-05-01
19223;Region Sjælland;2018-06-01
19531;Region Sjælland;2018-07-01
19357;Region Sjælland;2018-08-01
20107;Region Sjælland;2018-09-01
20242;Region Sjælland;2018-10-01
19972;Region Sjælland;2018-11-01
20022;Region Sjælland;2018-12-01
19996;Region Sjælland;2019-01-01
20060;Region Sjælland;2019-02-01
20036;Region Sjælland;2019-03-01
19902;Region Sjælland;2019-04-01
20004;Region Sjælland;2019-05-01
20360;Region Sjælland;2019-06-01
20462;Region Sjælland;2019-07-01
20358;Region Sjælland;2019-08-01
20288;Region Sjælland;2019-09-01
20473;Region Sjælland;2019-10-01
20686;Region Sjælland;2019-11-01
20716;Region Sjælland;2019-12-01
20643;Region Sjælland;2020-01-01
21360;Region Sjælland;2020-02-01
21014;Region Sjælland;2020-03-01
20960;Region Sjælland;2020-04-01
20827;Region Sjælland;2020-05-01
21279;Region Sjælland;2020-06-01
21231;Region Sjælland;2020-07-01
21221;Region Sjælland;2020-08-01
21083;Region Sjælland;2020-09-01
21285;Region Sjælland;2020-10-01
21328;Region Sjælland;2020-11-01
21754;Region Sjælland;2020-12-01
21758;Region Sjælland;2021-01-01
22202;Region Sjælland;2021-02-01
22215;Region Sjælland;2021-03-01
21943;Region Sjælland;2021-04-01
21266;Region Sjælland;2021-05-01
21136;Region Sjælland;2021-06-01
21351;Region Sjælland;2021-07-01
21693;Region Sjælland;2021-08-01
21285;Region Sjælland;2021-09-01
21764;Region Sjælland;2021-10-01
21826;Region Sjælland;2021-11-01
21142;Region Sjælland;2021-12-01
20819;Region Sjælland;2022-01-01
21424;Region Sjælland;2022-02-01
21973;Region Sjælland;2022-03-01
22098;Region Sjælland;2022-04-01
22352;Region Sjælland;2022-05-01
22166;Region Sjælland;2022-06-01
21849;Region Sjælland;2022-07-01
22951;Region Sjælland;2022-08-01
22658;Region Sjælland;2022-09-01
22729;Region Sjælland;2022-10-01
22555;Region Sjælland;2022-11-01
22515;Region Sjælland;2022-12-01
22595;Region Sjælland;2023-01-01
22705;Region Sjælland;2023-02-01
22916;Region Sjælland;2023-03-01
22768;Region Sjælland;2023-04-01
22286;Region Sjælland;2023-05-01
22990;Region Sjælland;2023-06-01
23031;Region Sjælland;2023-07-01
22989;Region Sjælland;2023-08-01
22881;Region Sjælland;2023-09-01
23672;Region Sjælland;2023-10-01
23263;Region Sjælland;2023-11-01
23060;Region Sjælland;2023-12-01
24302;Region Sjælland;2024-01-01
24478;Region Sjælland;2024-02-01
25110;Region Sjælland;2024-03-01
25369;Region Sjælland;2024-04-01
27868;Landsdel Østsjælland;2018-01-01
28689;Landsdel Østsjælland;2018-02-01
28811;Landsdel Østsjælland;2018-03-01
28487;Landsdel Østsjælland;2018-04-01
28447;Landsdel Østsjælland;2018-05-01
28696;Landsdel Østsjælland;2018-06-01
28655;Landsdel Østsjælland;2018-07-01
28212;Landsdel Østsjælland;2018-08-01
29514;Landsdel Østsjælland;2018-09-01
29752;Landsdel Østsjælland;2018-10-01
29942;Landsdel Østsjælland;2018-11-01
30507;Landsdel Østsjælland;2018-12-01
30645;Landsdel Østsjælland;2019-01-01
30309;Landsdel Østsjælland;2019-02-01
29948;Landsdel Østsjælland;2019-03-01
29666;Landsdel Østsjælland;2019-04-01
29866;Landsdel Østsjælland;2019-05-01
30251;Landsdel Østsjælland;2019-06-01
29996;Landsdel Østsjælland;2019-07-01
30081;Landsdel Østsjælland;2019-08-01
30479;Landsdel Østsjælland;2019-09-01
30823;Landsdel Østsjælland;2019-10-01
31031;Landsdel Østsjælland;2019-11-01
30725;Landsdel Østsjælland;2019-12-01
31039;Landsdel Østsjælland;2020-01-01
31558;Landsdel Østsjælland;2020-02-01
31245;Landsdel Østsjælland;2020-03-01
31338;Landsdel Østsjælland;2020-04-01
31147;Landsdel Østsjælland;2020-05-01
31942;Landsdel Østsjælland;2020-06-01
31897;Landsdel Østsjælland;2020-07-01
31747;Landsdel Østsjælland;2020-08-01
31376;Landsdel Østsjælland;2020-09-01
31769;Landsdel Østsjælland;2020-10-01
32640;Landsdel Østsjælland;2020-11-01
33835;Landsdel Østsjælland;2020-12-01
34613;Landsdel Østsjælland;2021-01-01
35095;Landsdel Østsjælland;2021-02-01
34552;Landsdel Østsjælland;2021-03-01
34292;Landsdel Østsjælland;2021-04-01
33600;Landsdel Østsjælland;2021-05-01
33112;Landsdel Østsjælland;2021-06-01
32699;Landsdel Østsjælland;2021-07-01
32742;Landsdel Østsjælland;2021-08-01
32088;Landsdel Østsjælland;2021-09-01
33387;Landsdel Østsjælland;2021-10-01
33671;Landsdel Østsjælland;2021-11-01
32710;Landsdel Østsjælland;2021-12-01
32083;Landsdel Østsjælland;2022-01-01
32512;Landsdel Østsjælland;2022-02-01
33659;Landsdel Østsjælland;2022-03-01
33724;Landsdel Østsjælland;2022-04-01
34636;Landsdel Østsjælland;2022-05-01
34764;Landsdel Østsjælland;2022-06-01
33889;Landsdel Østsjælland;2022-07-01
34272;Landsdel Østsjælland;2022-08-01
33790;Landsdel Østsjælland;2022-09-01
33807;Landsdel Østsjælland;2022-10-01
34476;Landsdel Østsjælland;2022-11-01
34033;Landsdel Østsjælland;2022-12-01
34022;Landsdel Østsjælland;2023-01-01
33632;Landsdel Østsjælland;2023-02-01
33902;Landsdel Østsjælland;2023-03-01
33943;Landsdel Østsjælland;2023-04-01
33309;Landsdel Østsjælland;2023-05-01
33943;Landsdel Østsjælland;2023-06-01
33844;Landsdel Østsjælland;2023-07-01
33739;Landsdel Østsjælland;2023-08-01
33598;Landsdel Østsjælland;2023-09-01
34781;Landsdel Østsjælland;2023-10-01
34831;Landsdel Østsjælland;2023-11-01
34284;Landsdel Østsjælland;2023-12-01
34811;Landsdel Østsjælland;2024-01-01
34804;Landsdel Østsjælland;2024-02-01
36189;Landsdel Østsjælland;2024-03-01
36688;Landsdel Østsjælland;2024-04-01
31161;Greve;2018-01-01
32492;Greve;2018-02-01
31041;Greve;2018-03-01
30405;Greve;2018-04-01
30301;Greve;2018-05-01
30321;Greve;2018-06-01
28031;Greve;2018-07-01
27163;Greve;2018-08-01
27890;Greve;2018-09-01
26223;Greve;2018-10-01
27499;Greve;2018-11-01
27752;Greve;2018-12-01
27249;Greve;2019-01-01
28094;Greve;2019-02-01
28041;Greve;2019-03-01
29332;Greve;2019-04-01
28681;Greve;2019-05-01
29048;Greve;2019-06-01
28708;Greve;2019-07-01
29161;Greve;2019-08-01
28830;Greve;2019-09-01
30706;Greve;2019-10-01
29702;Greve;2019-11-01
30482;Greve;2019-12-01
30473;Greve;2020-01-01
30891;Greve;2020-02-01
31076;Greve;2020-03-01
32152;Greve;2020-04-01
31967;Greve;2020-05-01
32790;Greve;2020-06-01
32143;Greve;2020-07-01
32311;Greve;2020-08-01
31827;Greve;2020-09-01
33497;Greve;2020-10-01
33882;Greve;2020-11-01
33883;Greve;2020-12-01
35720;Greve;2021-01-01
35425;Greve;2021-02-01
34716;Greve;2021-03-01
33790;Greve;2021-04-01
33865;Greve;2021-05-01
33838;Greve;2021-06-01
33385;Greve;2021-07-01
33282;Greve;2021-08-01
35346;Greve;2021-09-01
34579;Greve;2021-10-01
34315;Greve;2021-11-01
33350;Greve;2021-12-01
32926;Greve;2022-01-01
32703;Greve;2022-02-01
32524;Greve;2022-03-01
31638;Greve;2022-04-01
32870;Greve;2022-05-01
33025;Greve;2022-06-01
32762;Greve;2022-07-01
32512;Greve;2022-08-01
33461;Greve;2022-09-01
32898;Greve;2022-10-01
32460;Greve;2022-11-01
31620;Greve;2022-12-01
31624;Greve;2023-01-01
32101;Greve;2023-02-01
31511;Greve;2023-03-01
31664;Greve;2023-04-01
33988;Greve;2023-05-01
33839;Greve;2023-06-01
35081;Greve;2023-07-01
34879;Greve;2023-08-01
34393;Greve;2023-09-01
34565;Greve;2023-10-01
32938;Greve;2023-11-01
33314;Greve;2023-12-01
33668;Greve;2024-01-01
33478;Greve;2024-02-01
33697;Greve;2024-03-01
34384;Greve;2024-04-01
29263;Køge;2018-01-01
30780;Køge;2018-02-01
30745;Køge;2018-03-01
30567;Køge;2018-04-01
30988;Køge;2018-05-01
30375;Køge;2018-06-01
31191;Køge;2018-07-01
30373;Køge;2018-08-01
33296;Køge;2018-09-01
32822;Køge;2018-10-01
32749;Køge;2018-11-01
33749;Køge;2018-12-01
34983;Køge;2019-01-01
34517;Køge;2019-02-01
34332;Køge;2019-03-01
34665;Køge;2019-04-01
34158;Køge;2019-05-01
33625;Køge;2019-06-01
33802;Køge;2019-07-01
34226;Køge;2019-08-01
34802;Køge;2019-09-01
35609;Køge;2019-10-01
35035;Køge;2019-11-01
35836;Køge;2019-12-01
36444;Køge;2020-01-01
36294;Køge;2020-02-01
36497;Køge;2020-03-01
36193;Køge;2020-04-01
35738;Køge;2020-05-01
36444;Køge;2020-06-01
36249;Køge;2020-07-01
36872;Køge;2020-08-01
36179;Køge;2020-09-01
37007;Køge;2020-10-01
35930;Køge;2020-11-01
36556;Køge;2020-12-01
37435;Køge;2021-01-01
37633;Køge;2021-02-01
37288;Køge;2021-03-01
37818;Køge;2021-04-01
35336;Køge;2021-05-01
34813;Køge;2021-06-01
34482;Køge;2021-07-01
33906;Køge;2021-08-01
32801;Køge;2021-09-01
35030;Køge;2021-10-01
35277;Køge;2021-11-01
35121;Køge;2021-12-01
31924;Køge;2022-01-01
32669;Køge;2022-02-01
35400;Køge;2022-03-01
35304;Køge;2022-04-01
35839;Køge;2022-05-01
36015;Køge;2022-06-01
34897;Køge;2022-07-01
35533;Køge;2022-08-01
34484;Køge;2022-09-01
34887;Køge;2022-10-01
36937;Køge;2022-11-01
36583;Køge;2022-12-01
36638;Køge;2023-01-01
36855;Køge;2023-02-01
37303;Køge;2023-03-01
36807;Køge;2023-04-01
36452;Køge;2023-05-01
36165;Køge;2023-06-01
36909;Køge;2023-07-01
37915;Køge;2023-08-01
37844;Køge;2023-09-01
40083;Køge;2023-10-01
39208;Køge;2023-11-01
37887;Køge;2023-12-01
38981;Køge;2024-01-01
37846;Køge;2024-02-01
43749;Køge;2024-03-01
44934;Køge;2024-04-01
12685;Lejre;2018-01-01
9053;Lejre;2018-02-01
13627;Lejre;2018-03-01
12463;Lejre;2018-04-01
14419;Lejre;2018-05-01
17098;Lejre;2018-06-01
16455;Lejre;2018-07-01
15922;Lejre;2018-08-01
11572;Lejre;2018-09-01
10862;Lejre;2018-10-01
11707;Lejre;2018-11-01
11707;Lejre;2018-12-01
10584;Lejre;2019-01-01
10584;Lejre;2019-02-01
11840;Lejre;2019-03-01
11809;Lejre;2019-04-01
11748;Lejre;2019-05-01
11687;Lejre;2019-06-01
10195;Lejre;2019-07-01
10195;Lejre;2019-08-01
11504;Lejre;2019-09-01
10938;Lejre;2019-10-01
0;Lejre;2019-11-01
15871;Lejre;2019-12-01
15871;Lejre;2020-01-01
15871;Lejre;2020-02-01
15871;Lejre;2020-03-01
17638;Lejre;2020-04-01
17638;Lejre;2020-05-01
19257;Lejre;2020-06-01
20097;Lejre;2020-07-01
18380;Lejre;2020-08-01
14724;Lejre;2020-09-01
0;Lejre;2020-10-01
0;Lejre;2020-11-01
0;Lejre;2020-12-01
21923;Lejre;2021-01-01
23585;Lejre;2021-02-01
24950;Lejre;2021-03-01
18724;Lejre;2021-04-01
18724;Lejre;2021-05-01
18190;Lejre;2021-06-01
22120;Lejre;2021-07-01
19524;Lejre;2021-08-01
19868;Lejre;2021-09-01
22950;Lejre;2021-10-01
0;Lejre;2021-11-01
0;Lejre;2021-12-01
0;Lejre;2022-01-01
36463;Lejre;2022-02-01
33253;Lejre;2022-03-01
32159;Lejre;2022-04-01
30632;Lejre;2022-05-01
30923;Lejre;2022-06-01
30541;Lejre;2022-07-01
29817;Lejre;2022-08-01
29734;Lejre;2022-09-01
26026;Lejre;2022-10-01
22102;Lejre;2022-11-01
22102;Lejre;2022-12-01
30174;Lejre;2023-01-01
30174;Lejre;2023-02-01
31314;Lejre;2023-03-01
31645;Lejre;2023-04-01
32597;Lejre;2023-05-01
31035;Lejre;2023-06-01
32742;Lejre;2023-07-01
32878;Lejre;2023-08-01
31525;Lejre;2023-09-01
31525;Lejre;2023-10-01
32592;Lejre;2023-11-01
32821;Lejre;2023-12-01
32597;Lejre;2024-01-01
32151;Lejre;2024-02-01
32151;Lejre;2024-03-01
32151;Lejre;2024-04-01
27211;Roskilde;2018-01-01
28278;Roskilde;2018-02-01
28573;Roskilde;2018-03-01
28452;Roskilde;2018-04-01
28187;Roskilde;2018-05-01
28134;Roskilde;2018-06-01
27958;Roskilde;2018-07-01
27713;Roskilde;2018-08-01
28500;Roskilde;2018-09-01
29515;Roskilde;2018-10-01
29516;Roskilde;2018-11-01
30044;Roskilde;2018-12-01
29903;Roskilde;2019-01-01
29248;Roskilde;2019-02-01
28776;Roskilde;2019-03-01
27836;Roskilde;2019-04-01
28532;Roskilde;2019-05-01
29547;Roskilde;2019-06-01
29127;Roskilde;2019-07-01
28943;Roskilde;2019-08-01
29403;Roskilde;2019-09-01
29348;Roskilde;2019-10-01
29501;Roskilde;2019-11-01
28934;Roskilde;2019-12-01
29407;Roskilde;2020-01-01
30360;Roskilde;2020-02-01
29760;Roskilde;2020-03-01
29589;Roskilde;2020-04-01
29530;Roskilde;2020-05-01
30418;Roskilde;2020-06-01
30502;Roskilde;2020-07-01
30261;Roskilde;2020-08-01
29759;Roskilde;2020-09-01
29238;Roskilde;2020-10-01
30957;Roskilde;2020-11-01
32855;Roskilde;2020-12-01
34043;Roskilde;2021-01-01
34580;Roskilde;2021-02-01
34034;Roskilde;2021-03-01
33830;Roskilde;2021-04-01
33745;Roskilde;2021-05-01
33062;Roskilde;2021-06-01
32428;Roskilde;2021-07-01
32885;Roskilde;2021-08-01
31620;Roskilde;2021-09-01
32906;Roskilde;2021-10-01
32912;Roskilde;2021-11-01
31618;Roskilde;2021-12-01
31982;Roskilde;2022-01-01
32295;Roskilde;2022-02-01
33358;Roskilde;2022-03-01
33790;Roskilde;2022-04-01
34972;Roskilde;2022-05-01
35054;Roskilde;2022-06-01
34104;Roskilde;2022-07-01
34503;Roskilde;2022-08-01
33924;Roskilde;2022-09-01
33691;Roskilde;2022-10-01
34422;Roskilde;2022-11-01
33746;Roskilde;2022-12-01
33586;Roskilde;2023-01-01
32564;Roskilde;2023-02-01
33032;Roskilde;2023-03-01
33242;Roskilde;2023-04-01
32016;Roskilde;2023-05-01
33270;Roskilde;2023-06-01
32322;Roskilde;2023-07-01
31819;Roskilde;2023-08-01
31960;Roskilde;2023-09-01
32772;Roskilde;2023-10-01
33420;Roskilde;2023-11-01
32854;Roskilde;2023-12-01
33330;Roskilde;2024-01-01
33486;Roskilde;2024-02-01
33400;Roskilde;2024-03-01
33756;Roskilde;2024-04-01
27623;Solrød;2018-01-01
25260;Solrød;2018-02-01
25664;Solrød;2018-03-01
24156;Solrød;2018-04-01
23900;Solrød;2018-05-01
28483;Solrød;2018-06-01
29699;Solrød;2018-07-01
29656;Solrød;2018-08-01
31799;Solrød;2018-09-01
31882;Solrød;2018-10-01
32420;Solrød;2018-11-01
32523;Solrød;2018-12-01
32307;Solrød;2019-01-01
32756;Solrød;2019-02-01
31787;Solrød;2019-03-01
31812;Solrød;2019-04-01
32050;Solrød;2019-05-01
31118;Solrød;2019-06-01
31092;Solrød;2019-07-01
31476;Solrød;2019-08-01
31722;Solrød;2019-09-01
31434;Solrød;2019-10-01
31141;Solrød;2019-11-01
31408;Solrød;2019-12-01
30179;Solrød;2020-01-01
30118;Solrød;2020-02-01
29329;Solrød;2020-03-01
30513;Solrød;2020-04-01
30186;Solrød;2020-05-01
30379;Solrød;2020-06-01
31163;Solrød;2020-07-01
29186;Solrød;2020-08-01
31974;Solrød;2020-09-01
29996;Solrød;2020-10-01
31925;Solrød;2020-11-01
31937;Solrød;2020-12-01
31985;Solrød;2021-01-01
33789;Solrød;2021-02-01
32317;Solrød;2021-03-01
32104;Solrød;2021-04-01
31455;Solrød;2021-05-01
31703;Solrød;2021-06-01
31229;Solrød;2021-07-01
31439;Solrød;2021-08-01
31843;Solrød;2021-09-01
32961;Solrød;2021-10-01
32839;Solrød;2021-11-01
31647;Solrød;2021-12-01
31992;Solrød;2022-01-01
31991;Solrød;2022-02-01
32209;Solrød;2022-03-01
32069;Solrød;2022-04-01
32570;Solrød;2022-05-01
32782;Solrød;2022-06-01
32103;Solrød;2022-07-01
32910;Solrød;2022-08-01
32524;Solrød;2022-09-01
35072;Solrød;2022-10-01
34209;Solrød;2022-11-01
35520;Solrød;2022-12-01
33754;Solrød;2023-01-01
34324;Solrød;2023-02-01
33740;Solrød;2023-03-01
34046;Solrød;2023-04-01
31557;Solrød;2023-05-01
32723;Solrød;2023-06-01
33010;Solrød;2023-07-01
32194;Solrød;2023-08-01
30812;Solrød;2023-09-01
33135;Solrød;2023-10-01
34289;Solrød;2023-11-01
34638;Solrød;2023-12-01
34243;Solrød;2024-01-01
37069;Solrød;2024-02-01
36514;Solrød;2024-03-01
35707;Solrød;2024-04-01
13322;Landsdel Vest- og Sydsjælland;2018-01-01
13472;Landsdel Vest- og Sydsjælland;2018-02-01
13321;Landsdel Vest- og Sydsjælland;2018-03-01
13513;Landsdel Vest- og Sydsjælland;2018-04-01
13538;Landsdel Vest- og Sydsjælland;2018-05-01
13832;Landsdel Vest- og Sydsjælland;2018-06-01
14115;Landsdel Vest- og Sydsjælland;2018-07-01
14100;Landsdel Vest- og Sydsjælland;2018-08-01
14523;Landsdel Vest- og Sydsjælland;2018-09-01
14596;Landsdel Vest- og Sydsjælland;2018-10-01
14053;Landsdel Vest- og Sydsjælland;2018-11-01
13797;Landsdel Vest- og Sydsjælland;2018-12-01
13622;Landsdel Vest- og Sydsjælland;2019-01-01
13926;Landsdel Vest- og Sydsjælland;2019-02-01
14104;Landsdel Vest- og Sydsjælland;2019-03-01
14057;Landsdel Vest- og Sydsjælland;2019-04-01
14100;Landsdel Vest- og Sydsjælland;2019-05-01
14440;Landsdel Vest- og Sydsjælland;2019-06-01
14755;Landsdel Vest- og Sydsjælland;2019-07-01
14537;Landsdel Vest- og Sydsjælland;2019-08-01
14187;Landsdel Vest- og Sydsjælland;2019-09-01
14278;Landsdel Vest- og Sydsjælland;2019-10-01
14618;Landsdel Vest- og Sydsjælland;2019-11-01
14725;Landsdel Vest- og Sydsjælland;2019-12-01
14356;Landsdel Vest- og Sydsjælland;2020-01-01
15193;Landsdel Vest- og Sydsjælland;2020-02-01
14827;Landsdel Vest- og Sydsjælland;2020-03-01
14685;Landsdel Vest- og Sydsjælland;2020-04-01
14587;Landsdel Vest- og Sydsjælland;2020-05-01
14832;Landsdel Vest- og Sydsjælland;2020-06-01
14644;Landsdel Vest- og Sydsjælland;2020-07-01
14721;Landsdel Vest- og Sydsjælland;2020-08-01
14727;Landsdel Vest- og Sydsjælland;2020-09-01
14971;Landsdel Vest- og Sydsjælland;2020-10-01
