Pris;Kommune;Dato;Boligtype
21061;Ærø;2010-01-01;Ejerlejlighed
21061;Ærø;2010-02-01;Ejerlejlighed
21061;Ærø;2010-03-01;Ejerlejlighed
21061;Ærø;2010-04-01;Ejerlejlighed
21061;Ærø;2010-05-01;Ejerlejlighed
21061;Ærø;2010-06-01;Ejerlejlighed
20379;Ærø;2010-07-01;Ejerlejlighed
0;Ærø;2010-08-01;Ejerlejlighed
0;Ærø;2010-09-01;Ejerlejlighed
0;Ærø;2010-10-01;Ejerlejlighed
0;Ærø;2010-11-01;Ejerlejlighed
0;Ærø;2010-12-01;Ejerlejlighed
0;Ærø;2011-01-01;Ejerlejlighed
0;Ærø;2011-02-01;Ejerlejlighed
19853;Ærø;2011-03-01;Ejerlejlighed
19853;Ærø;2011-04-01;Ejerlejlighed
19853;Ærø;2011-05-01;Ejerlejlighed
20758;Ærø;2011-06-01;Ejerlejlighed
20758;Ærø;2011-07-01;Ejerlejlighed
19853;Ærø;2011-08-01;Ejerlejlighed
19853;Ærø;2011-09-01;Ejerlejlighed
20147;Ærø;2011-10-01;Ejerlejlighed
20147;Ærø;2011-11-01;Ejerlejlighed
20147;Ærø;2011-12-01;Ejerlejlighed
20147;Ærø;2012-01-01;Ejerlejlighed
20147;Ærø;2012-02-01;Ejerlejlighed
20147;Ærø;2012-03-01;Ejerlejlighed
20758;Ærø;2012-04-01;Ejerlejlighed
20758;Ærø;2012-05-01;Ejerlejlighed
20758;Ærø;2012-06-01;Ejerlejlighed
20758;Ærø;2012-07-01;Ejerlejlighed
20758;Ærø;2012-08-01;Ejerlejlighed
20758;Ærø;2012-09-01;Ejerlejlighed
20758;Ærø;2012-10-01;Ejerlejlighed
20859;Ærø;2012-11-01;Ejerlejlighed
20859;Ærø;2012-12-01;Ejerlejlighed
20859;Ærø;2013-01-01;Ejerlejlighed
20859;Ærø;2013-02-01;Ejerlejlighed
20859;Ærø;2013-03-01;Ejerlejlighed
20859;Ærø;2013-04-01;Ejerlejlighed
20147;Ærø;2013-05-01;Ejerlejlighed
0;Ærø;2013-06-01;Ejerlejlighed
10478;Ærø;2013-07-01;Ejerlejlighed
11106;Ærø;2013-08-01;Ejerlejlighed
11106;Ærø;2013-09-01;Ejerlejlighed
11106;Ærø;2013-10-01;Ejerlejlighed
11106;Ærø;2013-11-01;Ejerlejlighed
10478;Ærø;2013-12-01;Ejerlejlighed
0;Ærø;2014-01-01;Ejerlejlighed
0;Ærø;2014-02-01;Ejerlejlighed
0;Ærø;2014-03-01;Ejerlejlighed
0;Ærø;2014-04-01;Ejerlejlighed
0;Ærø;2014-05-01;Ejerlejlighed
0;Ærø;2014-06-01;Ejerlejlighed
11232;Ærø;2014-07-01;Ejerlejlighed
11232;Ærø;2014-08-01;Ejerlejlighed
11232;Ærø;2014-09-01;Ejerlejlighed
10281;Ærø;2014-10-01;Ejerlejlighed
10281;Ærø;2014-11-01;Ejerlejlighed
11232;Ærø;2014-12-01;Ejerlejlighed
11232;Ærø;2015-01-01;Ejerlejlighed
11232;Ærø;2015-02-01;Ejerlejlighed
11232;Ærø;2015-03-01;Ejerlejlighed
11232;Ærø;2015-04-01;Ejerlejlighed
11232;Ærø;2015-05-01;Ejerlejlighed
0;Ærø;2015-06-01;Ejerlejlighed
0;Ærø;2015-07-01;Ejerlejlighed
0;Ærø;2015-08-01;Ejerlejlighed
0;Ærø;2015-09-01;Ejerlejlighed
0;Ærø;2015-10-01;Ejerlejlighed
0;Ærø;2015-11-01;Ejerlejlighed
0;Ærø;2015-12-01;Ejerlejlighed
0;Ærø;2016-01-01;Ejerlejlighed
0;Ærø;2016-02-01;Ejerlejlighed
0;Ærø;2016-03-01;Ejerlejlighed
0;Ærø;2016-04-01;Ejerlejlighed
0;Ærø;2016-05-01;Ejerlejlighed
0;Ærø;2016-06-01;Ejerlejlighed
0;Ærø;2016-07-01;Ejerlejlighed
0;Ærø;2016-08-01;Ejerlejlighed
0;Ærø;2016-09-01;Ejerlejlighed
0;Ærø;2016-10-01;Ejerlejlighed
0;Ærø;2016-11-01;Ejerlejlighed
0;Ærø;2016-12-01;Ejerlejlighed
0;Ærø;2017-01-01;Ejerlejlighed
0;Ærø;2017-02-01;Ejerlejlighed
0;Ærø;2017-03-01;Ejerlejlighed
0;Ærø;2017-04-01;Ejerlejlighed
0;Ærø;2017-05-01;Ejerlejlighed
0;Ærø;2017-06-01;Ejerlejlighed
0;Ærø;2017-07-01;Ejerlejlighed
0;Ærø;2017-08-01;Ejerlejlighed
0;Ærø;2017-09-01;Ejerlejlighed
0;Ærø;2017-10-01;Ejerlejlighed
0;Ærø;2017-11-01;Ejerlejlighed
0;Ærø;2017-12-01;Ejerlejlighed
9875;Landsdel Sydjylland;2004-01-01;Ejerlejlighed
9879;Landsdel Sydjylland;2004-02-01;Ejerlejlighed
9996;Landsdel Sydjylland;2004-03-01;Ejerlejlighed
9942;Landsdel Sydjylland;2004-04-01;Ejerlejlighed
10419;Landsdel Sydjylland;2004-05-01;Ejerlejlighed
10538;Landsdel Sydjylland;2004-06-01;Ejerlejlighed
10675;Landsdel Sydjylland;2004-07-01;Ejerlejlighed
10833;Landsdel Sydjylland;2004-08-01;Ejerlejlighed
10905;Landsdel Sydjylland;2004-09-01;Ejerlejlighed
11648;Landsdel Sydjylland;2004-10-01;Ejerlejlighed
12013;Landsdel Sydjylland;2004-11-01;Ejerlejlighed
12574;Landsdel Sydjylland;2004-12-01;Ejerlejlighed
12920;Landsdel Sydjylland;2005-01-01;Ejerlejlighed
13221;Landsdel Sydjylland;2005-02-01;Ejerlejlighed
13470;Landsdel Sydjylland;2005-03-01;Ejerlejlighed
13726;Landsdel Sydjylland;2005-04-01;Ejerlejlighed
13787;Landsdel Sydjylland;2005-05-01;Ejerlejlighed
13739;Landsdel Sydjylland;2005-06-01;Ejerlejlighed
13905;Landsdel Sydjylland;2005-07-01;Ejerlejlighed
14055;Landsdel Sydjylland;2005-08-01;Ejerlejlighed
14238;Landsdel Sydjylland;2005-09-01;Ejerlejlighed
14107;Landsdel Sydjylland;2005-10-01;Ejerlejlighed
14088;Landsdel Sydjylland;2005-11-01;Ejerlejlighed
14714;Landsdel Sydjylland;2005-12-01;Ejerlejlighed
14607;Landsdel Sydjylland;2006-01-01;Ejerlejlighed
14812;Landsdel Sydjylland;2006-02-01;Ejerlejlighed
15030;Landsdel Sydjylland;2006-03-01;Ejerlejlighed
15293;Landsdel Sydjylland;2006-04-01;Ejerlejlighed
15434;Landsdel Sydjylland;2006-05-01;Ejerlejlighed
15241;Landsdel Sydjylland;2006-06-01;Ejerlejlighed
15598;Landsdel Sydjylland;2006-07-01;Ejerlejlighed
16042;Landsdel Sydjylland;2006-08-01;Ejerlejlighed
16274;Landsdel Sydjylland;2006-09-01;Ejerlejlighed
16233;Landsdel Sydjylland;2006-10-01;Ejerlejlighed
16940;Landsdel Sydjylland;2006-11-01;Ejerlejlighed
17097;Landsdel Sydjylland;2006-12-01;Ejerlejlighed
17162;Landsdel Sydjylland;2007-01-01;Ejerlejlighed
17292;Landsdel Sydjylland;2007-02-01;Ejerlejlighed
17365;Landsdel Sydjylland;2007-03-01;Ejerlejlighed
17758;Landsdel Sydjylland;2007-04-01;Ejerlejlighed
17867;Landsdel Sydjylland;2007-05-01;Ejerlejlighed
17594;Landsdel Sydjylland;2007-06-01;Ejerlejlighed
17625;Landsdel Sydjylland;2007-07-01;Ejerlejlighed
18123;Landsdel Sydjylland;2007-08-01;Ejerlejlighed
18395;Landsdel Sydjylland;2007-09-01;Ejerlejlighed
18405;Landsdel Sydjylland;2007-10-01;Ejerlejlighed
18205;Landsdel Sydjylland;2007-11-01;Ejerlejlighed
18712;Landsdel Sydjylland;2007-12-01;Ejerlejlighed
18653;Landsdel Sydjylland;2008-01-01;Ejerlejlighed
18555;Landsdel Sydjylland;2008-02-01;Ejerlejlighed
18413;Landsdel Sydjylland;2008-03-01;Ejerlejlighed
18700;Landsdel Sydjylland;2008-04-01;Ejerlejlighed
18550;Landsdel Sydjylland;2008-05-01;Ejerlejlighed
18337;Landsdel Sydjylland;2008-06-01;Ejerlejlighed
18214;Landsdel Sydjylland;2008-07-01;Ejerlejlighed
18191;Landsdel Sydjylland;2008-08-01;Ejerlejlighed
18082;Landsdel Sydjylland;2008-09-01;Ejerlejlighed
18236;Landsdel Sydjylland;2008-10-01;Ejerlejlighed
18283;Landsdel Sydjylland;2008-11-01;Ejerlejlighed
18427;Landsdel Sydjylland;2008-12-01;Ejerlejlighed
18666;Landsdel Sydjylland;2009-01-01;Ejerlejlighed
17818;Landsdel Sydjylland;2009-02-01;Ejerlejlighed
18203;Landsdel Sydjylland;2009-03-01;Ejerlejlighed
18185;Landsdel Sydjylland;2009-04-01;Ejerlejlighed
17670;Landsdel Sydjylland;2009-05-01;Ejerlejlighed
17824;Landsdel Sydjylland;2009-06-01;Ejerlejlighed
17361;Landsdel Sydjylland;2009-07-01;Ejerlejlighed
17308;Landsdel Sydjylland;2009-08-01;Ejerlejlighed
17086;Landsdel Sydjylland;2009-09-01;Ejerlejlighed
16723;Landsdel Sydjylland;2009-10-01;Ejerlejlighed
16478;Landsdel Sydjylland;2009-11-01;Ejerlejlighed
16567;Landsdel Sydjylland;2009-12-01;Ejerlejlighed
16486;Landsdel Sydjylland;2010-01-01;Ejerlejlighed
16276;Landsdel Sydjylland;2010-02-01;Ejerlejlighed
16241;Landsdel Sydjylland;2010-03-01;Ejerlejlighed
16103;Landsdel Sydjylland;2010-04-01;Ejerlejlighed
16022;Landsdel Sydjylland;2010-05-01;Ejerlejlighed
15889;Landsdel Sydjylland;2010-06-01;Ejerlejlighed
15993;Landsdel Sydjylland;2010-07-01;Ejerlejlighed
16146;Landsdel Sydjylland;2010-08-01;Ejerlejlighed
16119;Landsdel Sydjylland;2010-09-01;Ejerlejlighed
15991;Landsdel Sydjylland;2010-10-01;Ejerlejlighed
16178;Landsdel Sydjylland;2010-11-01;Ejerlejlighed
16146;Landsdel Sydjylland;2010-12-01;Ejerlejlighed
15415;Landsdel Sydjylland;2011-01-01;Ejerlejlighed
15406;Landsdel Sydjylland;2011-02-01;Ejerlejlighed
14803;Landsdel Sydjylland;2011-03-01;Ejerlejlighed
15175;Landsdel Sydjylland;2011-04-01;Ejerlejlighed
15200;Landsdel Sydjylland;2011-05-01;Ejerlejlighed
15089;Landsdel Sydjylland;2011-06-01;Ejerlejlighed
15171;Landsdel Sydjylland;2011-07-01;Ejerlejlighed
14964;Landsdel Sydjylland;2011-08-01;Ejerlejlighed
14787;Landsdel Sydjylland;2011-09-01;Ejerlejlighed
14676;Landsdel Sydjylland;2011-10-01;Ejerlejlighed
14550;Landsdel Sydjylland;2011-11-01;Ejerlejlighed
14750;Landsdel Sydjylland;2011-12-01;Ejerlejlighed
14739;Landsdel Sydjylland;2012-01-01;Ejerlejlighed
14673;Landsdel Sydjylland;2012-02-01;Ejerlejlighed
14716;Landsdel Sydjylland;2012-03-01;Ejerlejlighed
14487;Landsdel Sydjylland;2012-04-01;Ejerlejlighed
14265;Landsdel Sydjylland;2012-05-01;Ejerlejlighed
14121;Landsdel Sydjylland;2012-06-01;Ejerlejlighed
14363;Landsdel Sydjylland;2012-07-01;Ejerlejlighed
14538;Landsdel Sydjylland;2012-08-01;Ejerlejlighed
14527;Landsdel Sydjylland;2012-09-01;Ejerlejlighed
14233;Landsdel Sydjylland;2012-10-01;Ejerlejlighed
14590;Landsdel Sydjylland;2012-11-01;Ejerlejlighed
14538;Landsdel Sydjylland;2012-12-01;Ejerlejlighed
14982;Landsdel Sydjylland;2013-01-01;Ejerlejlighed
15231;Landsdel Sydjylland;2013-02-01;Ejerlejlighed
15139;Landsdel Sydjylland;2013-03-01;Ejerlejlighed
16588;Landsdel Sydjylland;2013-04-01;Ejerlejlighed
16644;Landsdel Sydjylland;2013-05-01;Ejerlejlighed
16383;Landsdel Sydjylland;2013-06-01;Ejerlejlighed
16421;Landsdel Sydjylland;2013-07-01;Ejerlejlighed
16230;Landsdel Sydjylland;2013-08-01;Ejerlejlighed
16157;Landsdel Sydjylland;2013-09-01;Ejerlejlighed
16007;Landsdel Sydjylland;2013-10-01;Ejerlejlighed
15957;Landsdel Sydjylland;2013-11-01;Ejerlejlighed
16007;Landsdel Sydjylland;2013-12-01;Ejerlejlighed
15877;Landsdel Sydjylland;2014-01-01;Ejerlejlighed
15969;Landsdel Sydjylland;2014-02-01;Ejerlejlighed
16008;Landsdel Sydjylland;2014-03-01;Ejerlejlighed
15013;Landsdel Sydjylland;2014-04-01;Ejerlejlighed
14685;Landsdel Sydjylland;2014-05-01;Ejerlejlighed
15628;Landsdel Sydjylland;2014-06-01;Ejerlejlighed
15610;Landsdel Sydjylland;2014-07-01;Ejerlejlighed
15638;Landsdel Sydjylland;2014-08-01;Ejerlejlighed
15659;Landsdel Sydjylland;2014-09-01;Ejerlejlighed
13865;Landsdel Sydjylland;2014-10-01;Ejerlejlighed
13706;Landsdel Sydjylland;2014-11-01;Ejerlejlighed
13626;Landsdel Sydjylland;2014-12-01;Ejerlejlighed
13732;Landsdel Sydjylland;2015-01-01;Ejerlejlighed
13716;Landsdel Sydjylland;2015-02-01;Ejerlejlighed
13947;Landsdel Sydjylland;2015-03-01;Ejerlejlighed
14112;Landsdel Sydjylland;2015-04-01;Ejerlejlighed
13990;Landsdel Sydjylland;2015-05-01;Ejerlejlighed
14054;Landsdel Sydjylland;2015-06-01;Ejerlejlighed
14128;Landsdel Sydjylland;2015-07-01;Ejerlejlighed
14406;Landsdel Sydjylland;2015-08-01;Ejerlejlighed
14311;Landsdel Sydjylland;2015-09-01;Ejerlejlighed
14328;Landsdel Sydjylland;2015-10-01;Ejerlejlighed
14636;Landsdel Sydjylland;2015-11-01;Ejerlejlighed
14883;Landsdel Sydjylland;2015-12-01;Ejerlejlighed
14859;Landsdel Sydjylland;2016-01-01;Ejerlejlighed
15032;Landsdel Sydjylland;2016-02-01;Ejerlejlighed
15088;Landsdel Sydjylland;2016-03-01;Ejerlejlighed
15085;Landsdel Sydjylland;2016-04-01;Ejerlejlighed
15425;Landsdel Sydjylland;2016-05-01;Ejerlejlighed
15887;Landsdel Sydjylland;2016-06-01;Ejerlejlighed
16229;Landsdel Sydjylland;2016-07-01;Ejerlejlighed
16181;Landsdel Sydjylland;2016-08-01;Ejerlejlighed
16253;Landsdel Sydjylland;2016-09-01;Ejerlejlighed
16197;Landsdel Sydjylland;2016-10-01;Ejerlejlighed
16616;Landsdel Sydjylland;2016-11-01;Ejerlejlighed
16732;Landsdel Sydjylland;2016-12-01;Ejerlejlighed
16672;Landsdel Sydjylland;2017-01-01;Ejerlejlighed
16531;Landsdel Sydjylland;2017-02-01;Ejerlejlighed
17035;Landsdel Sydjylland;2017-03-01;Ejerlejlighed
16945;Landsdel Sydjylland;2017-04-01;Ejerlejlighed
17021;Landsdel Sydjylland;2017-05-01;Ejerlejlighed
17267;Landsdel Sydjylland;2017-06-01;Ejerlejlighed
17600;Landsdel Sydjylland;2017-07-01;Ejerlejlighed
17836;Landsdel Sydjylland;2017-08-01;Ejerlejlighed
18230;Landsdel Sydjylland;2017-09-01;Ejerlejlighed
18273;Landsdel Sydjylland;2017-10-01;Ejerlejlighed
18055;Landsdel Sydjylland;2017-11-01;Ejerlejlighed
18103;Landsdel Sydjylland;2017-12-01;Ejerlejlighed
10011;Billund;2004-01-01;Ejerlejlighed
9235;Billund;2004-02-01;Ejerlejlighed
9140;Billund;2004-03-01;Ejerlejlighed
10046;Billund;2004-04-01;Ejerlejlighed
10046;Billund;2004-05-01;Ejerlejlighed
9894;Billund;2004-06-01;Ejerlejlighed
7911;Billund;2004-07-01;Ejerlejlighed
7868;Billund;2004-08-01;Ejerlejlighed
10615;Billund;2004-09-01;Ejerlejlighed
10615;Billund;2004-10-01;Ejerlejlighed
9983;Billund;2004-11-01;Ejerlejlighed
8431;Billund;2004-12-01;Ejerlejlighed
8431;Billund;2005-01-01;Ejerlejlighed
8431;Billund;2005-02-01;Ejerlejlighed
7599;Billund;2005-03-01;Ejerlejlighed
7289;Billund;2005-04-01;Ejerlejlighed
7530;Billund;2005-05-01;Ejerlejlighed
8100;Billund;2005-06-01;Ejerlejlighed
10054;Billund;2005-07-01;Ejerlejlighed
9919;Billund;2005-08-01;Ejerlejlighed
8587;Billund;2005-09-01;Ejerlejlighed
10132;Billund;2005-10-01;Ejerlejlighed
10132;Billund;2005-11-01;Ejerlejlighed
10132;Billund;2005-12-01;Ejerlejlighed
10132;Billund;2006-01-01;Ejerlejlighed
10132;Billund;2006-02-01;Ejerlejlighed
9082;Billund;2006-03-01;Ejerlejlighed
10444;Billund;2006-04-01;Ejerlejlighed
10444;Billund;2006-05-01;Ejerlejlighed
10444;Billund;2006-06-01;Ejerlejlighed
9605;Billund;2006-07-01;Ejerlejlighed
8409;Billund;2006-08-01;Ejerlejlighed
0;Billund;2006-09-01;Ejerlejlighed
0;Billund;2006-10-01;Ejerlejlighed
0;Billund;2006-11-01;Ejerlejlighed
15028;Billund;2006-12-01;Ejerlejlighed
13653;Billund;2007-01-01;Ejerlejlighed
13653;Billund;2007-02-01;Ejerlejlighed
13653;Billund;2007-03-01;Ejerlejlighed
13624;Billund;2007-04-01;Ejerlejlighed
14359;Billund;2007-05-01;Ejerlejlighed
13902;Billund;2007-06-01;Ejerlejlighed
13902;Billund;2007-07-01;Ejerlejlighed
13902;Billund;2007-08-01;Ejerlejlighed
12977;Billund;2007-09-01;Ejerlejlighed
13871;Billund;2007-10-01;Ejerlejlighed
13217;Billund;2007-11-01;Ejerlejlighed
15369;Billund;2007-12-01;Ejerlejlighed
15369;Billund;2008-01-01;Ejerlejlighed
13609;Billund;2008-02-01;Ejerlejlighed
13479;Billund;2008-03-01;Ejerlejlighed
13880;Billund;2008-04-01;Ejerlejlighed
15219;Billund;2008-05-01;Ejerlejlighed
14513;Billund;2008-06-01;Ejerlejlighed
13242;Billund;2008-07-01;Ejerlejlighed
12579;Billund;2008-08-01;Ejerlejlighed
12649;Billund;2008-09-01;Ejerlejlighed
12649;Billund;2008-10-01;Ejerlejlighed
13130;Billund;2008-11-01;Ejerlejlighed
11859;Billund;2008-12-01;Ejerlejlighed
11354;Billund;2009-01-01;Ejerlejlighed
11321;Billund;2009-02-01;Ejerlejlighed
11299;Billund;2009-03-01;Ejerlejlighed
11365;Billund;2009-04-01;Ejerlejlighed
11409;Billund;2009-05-01;Ejerlejlighed
11556;Billund;2009-06-01;Ejerlejlighed
11575;Billund;2009-07-01;Ejerlejlighed
10065;Billund;2009-08-01;Ejerlejlighed
9283;Billund;2009-09-01;Ejerlejlighed
10370;Billund;2009-10-01;Ejerlejlighed
9440;Billund;2009-11-01;Ejerlejlighed
9257;Billund;2009-12-01;Ejerlejlighed
9673;Billund;2010-01-01;Ejerlejlighed
9936;Billund;2010-02-01;Ejerlejlighed
9900;Billund;2010-03-01;Ejerlejlighed
10212;Billund;2010-04-01;Ejerlejlighed
9573;Billund;2010-05-01;Ejerlejlighed
8714;Billund;2010-06-01;Ejerlejlighed
8695;Billund;2010-07-01;Ejerlejlighed
8677;Billund;2010-08-01;Ejerlejlighed
9548;Billund;2010-09-01;Ejerlejlighed
8391;Billund;2010-10-01;Ejerlejlighed
8376;Billund;2010-11-01;Ejerlejlighed
8376;Billund;2010-12-01;Ejerlejlighed
3849;Billund;2011-01-01;Ejerlejlighed
3846;Billund;2011-02-01;Ejerlejlighed
3843;Billund;2011-03-01;Ejerlejlighed
3350;Billund;2011-04-01;Ejerlejlighed
3785;Billund;2011-05-01;Ejerlejlighed
4555;Billund;2011-06-01;Ejerlejlighed
4630;Billund;2011-07-01;Ejerlejlighed
4630;Billund;2011-08-01;Ejerlejlighed
4630;Billund;2011-09-01;Ejerlejlighed
4803;Billund;2011-10-01;Ejerlejlighed
3653;Billund;2011-11-01;Ejerlejlighed
3734;Billund;2011-12-01;Ejerlejlighed
9146;Billund;2012-01-01;Ejerlejlighed
8666;Billund;2012-02-01;Ejerlejlighed
8666;Billund;2012-03-01;Ejerlejlighed
9366;Billund;2012-04-01;Ejerlejlighed
10333;Billund;2012-05-01;Ejerlejlighed
10385;Billund;2012-06-01;Ejerlejlighed
9567;Billund;2012-07-01;Ejerlejlighed
9475;Billund;2012-08-01;Ejerlejlighed
9382;Billund;2012-09-01;Ejerlejlighed
9382;Billund;2012-10-01;Ejerlejlighed
10919;Billund;2012-11-01;Ejerlejlighed
10919;Billund;2012-12-01;Ejerlejlighed
10909;Billund;2013-01-01;Ejerlejlighed
9848;Billund;2013-02-01;Ejerlejlighed
9722;Billund;2013-03-01;Ejerlejlighed
8876;Billund;2013-04-01;Ejerlejlighed
8945;Billund;2013-05-01;Ejerlejlighed
8945;Billund;2013-06-01;Ejerlejlighed
12496;Billund;2013-07-01;Ejerlejlighed
13214;Billund;2013-08-01;Ejerlejlighed
13399;Billund;2013-09-01;Ejerlejlighed
13452;Billund;2013-10-01;Ejerlejlighed
13445;Billund;2013-11-01;Ejerlejlighed
13711;Billund;2013-12-01;Ejerlejlighed
12882;Billund;2014-01-01;Ejerlejlighed
12882;Billund;2014-02-01;Ejerlejlighed
12290;Billund;2014-03-01;Ejerlejlighed
13404;Billund;2014-04-01;Ejerlejlighed
13543;Billund;2014-05-01;Ejerlejlighed
13543;Billund;2014-06-01;Ejerlejlighed
12390;Billund;2014-07-01;Ejerlejlighed
14132;Billund;2014-08-01;Ejerlejlighed
14132;Billund;2014-09-01;Ejerlejlighed
14647;Billund;2014-10-01;Ejerlejlighed
15820;Billund;2014-11-01;Ejerlejlighed
14620;Billund;2014-12-01;Ejerlejlighed
13179;Billund;2015-01-01;Ejerlejlighed
13178;Billund;2015-02-01;Ejerlejlighed
13178;Billund;2015-03-01;Ejerlejlighed
13034;Billund;2015-04-01;Ejerlejlighed
13034;Billund;2015-05-01;Ejerlejlighed
10860;Billund;2015-06-01;Ejerlejlighed
12529;Billund;2015-07-01;Ejerlejlighed
13812;Billund;2015-08-01;Ejerlejlighed
11859;Billund;2015-09-01;Ejerlejlighed
8355;Billund;2015-10-01;Ejerlejlighed
7198;Billund;2015-11-01;Ejerlejlighed
7198;Billund;2015-12-01;Ejerlejlighed
6951;Billund;2016-01-01;Ejerlejlighed
6951;Billund;2016-02-01;Ejerlejlighed
7145;Billund;2016-03-01;Ejerlejlighed
3978;Billund;2016-04-01;Ejerlejlighed
3940;Billund;2016-05-01;Ejerlejlighed
3940;Billund;2016-06-01;Ejerlejlighed
5081;Billund;2016-07-01;Ejerlejlighed
3991;Billund;2016-08-01;Ejerlejlighed
3933;Billund;2016-09-01;Ejerlejlighed
3917;Billund;2016-10-01;Ejerlejlighed
3709;Billund;2016-11-01;Ejerlejlighed
3929;Billund;2016-12-01;Ejerlejlighed
4286;Billund;2017-01-01;Ejerlejlighed
8006;Billund;2017-02-01;Ejerlejlighed
8204;Billund;2017-03-01;Ejerlejlighed
8204;Billund;2017-04-01;Ejerlejlighed
8204;Billund;2017-05-01;Ejerlejlighed
8204;Billund;2017-06-01;Ejerlejlighed
8204;Billund;2017-07-01;Ejerlejlighed
8204;Billund;2017-08-01;Ejerlejlighed
8204;Billund;2017-09-01;Ejerlejlighed
8204;Billund;2017-10-01;Ejerlejlighed
8204;Billund;2017-11-01;Ejerlejlighed
8204;Billund;2017-12-01;Ejerlejlighed
8830;Esbjerg;2004-01-01;Ejerlejlighed
8799;Esbjerg;2004-02-01;Ejerlejlighed
9183;Esbjerg;2004-03-01;Ejerlejlighed
9346;Esbjerg;2004-04-01;Ejerlejlighed
10084;Esbjerg;2004-05-01;Ejerlejlighed
10033;Esbjerg;2004-06-01;Ejerlejlighed
10115;Esbjerg;2004-07-01;Ejerlejlighed
9103;Esbjerg;2004-08-01;Ejerlejlighed
8978;Esbjerg;2004-09-01;Ejerlejlighed
10535;Esbjerg;2004-10-01;Ejerlejlighed
12088;Esbjerg;2004-11-01;Ejerlejlighed
12083;Esbjerg;2004-12-01;Ejerlejlighed
12492;Esbjerg;2005-01-01;Ejerlejlighed
12417;Esbjerg;2005-02-01;Ejerlejlighed
12542;Esbjerg;2005-03-01;Ejerlejlighed
12602;Esbjerg;2005-04-01;Ejerlejlighed
12776;Esbjerg;2005-05-01;Ejerlejlighed
12896;Esbjerg;2005-06-01;Ejerlejlighed
13058;Esbjerg;2005-07-01;Ejerlejlighed
13697;Esbjerg;2005-08-01;Ejerlejlighed
13787;Esbjerg;2005-09-01;Ejerlejlighed
13361;Esbjerg;2005-10-01;Ejerlejlighed
13315;Esbjerg;2005-11-01;Ejerlejlighed
13235;Esbjerg;2005-12-01;Ejerlejlighed
13050;Esbjerg;2006-01-01;Ejerlejlighed
13362;Esbjerg;2006-02-01;Ejerlejlighed
14148;Esbjerg;2006-03-01;Ejerlejlighed
14001;Esbjerg;2006-04-01;Ejerlejlighed
13677;Esbjerg;2006-05-01;Ejerlejlighed
14063;Esbjerg;2006-06-01;Ejerlejlighed
14129;Esbjerg;2006-07-01;Ejerlejlighed
14460;Esbjerg;2006-08-01;Ejerlejlighed
14241;Esbjerg;2006-09-01;Ejerlejlighed
14090;Esbjerg;2006-10-01;Ejerlejlighed
14272;Esbjerg;2006-11-01;Ejerlejlighed
14831;Esbjerg;2006-12-01;Ejerlejlighed
14820;Esbjerg;2007-01-01;Ejerlejlighed
15295;Esbjerg;2007-02-01;Ejerlejlighed
15373;Esbjerg;2007-03-01;Ejerlejlighed
15707;Esbjerg;2007-04-01;Ejerlejlighed
15696;Esbjerg;2007-05-01;Ejerlejlighed
14947;Esbjerg;2007-06-01;Ejerlejlighed
15132;Esbjerg;2007-07-01;Ejerlejlighed
15959;Esbjerg;2007-08-01;Ejerlejlighed
15824;Esbjerg;2007-09-01;Ejerlejlighed
15738;Esbjerg;2007-10-01;Ejerlejlighed
15740;Esbjerg;2007-11-01;Ejerlejlighed
16683;Esbjerg;2007-12-01;Ejerlejlighed
17052;Esbjerg;2008-01-01;Ejerlejlighed
16534;Esbjerg;2008-02-01;Ejerlejlighed
16211;Esbjerg;2008-03-01;Ejerlejlighed
16083;Esbjerg;2008-04-01;Ejerlejlighed
16354;Esbjerg;2008-05-01;Ejerlejlighed
16666;Esbjerg;2008-06-01;Ejerlejlighed
16603;Esbjerg;2008-07-01;Ejerlejlighed
16717;Esbjerg;2008-08-01;Ejerlejlighed
16405;Esbjerg;2008-09-01;Ejerlejlighed
16187;Esbjerg;2008-10-01;Ejerlejlighed
16138;Esbjerg;2008-11-01;Ejerlejlighed
16238;Esbjerg;2008-12-01;Ejerlejlighed
16325;Esbjerg;2009-01-01;Ejerlejlighed
16296;Esbjerg;2009-02-01;Ejerlejlighed
16040;Esbjerg;2009-03-01;Ejerlejlighed
16266;Esbjerg;2009-04-01;Ejerlejlighed
16652;Esbjerg;2009-05-01;Ejerlejlighed
16404;Esbjerg;2009-06-01;Ejerlejlighed
15811;Esbjerg;2009-07-01;Ejerlejlighed
15728;Esbjerg;2009-08-01;Ejerlejlighed
15129;Esbjerg;2009-09-01;Ejerlejlighed
15323;Esbjerg;2009-10-01;Ejerlejlighed
15380;Esbjerg;2009-11-01;Ejerlejlighed
15393;Esbjerg;2009-12-01;Ejerlejlighed
14948;Esbjerg;2010-01-01;Ejerlejlighed
15001;Esbjerg;2010-02-01;Ejerlejlighed
15024;Esbjerg;2010-03-01;Ejerlejlighed
15161;Esbjerg;2010-04-01;Ejerlejlighed
14907;Esbjerg;2010-05-01;Ejerlejlighed
14807;Esbjerg;2010-06-01;Ejerlejlighed
15044;Esbjerg;2010-07-01;Ejerlejlighed
15291;Esbjerg;2010-08-01;Ejerlejlighed
14953;Esbjerg;2010-09-01;Ejerlejlighed
14953;Esbjerg;2010-10-01;Ejerlejlighed
