Pris;Kommune;Dato;Boligtype
25000;Fredensborg;2017-11-01;Fritidshus
25000;Fredensborg;2017-12-01;Fritidshus
12172;Frederikssund;2004-01-01;Fritidshus
12366;Frederikssund;2004-02-01;Fritidshus
12351;Frederikssund;2004-03-01;Fritidshus
12736;Frederikssund;2004-04-01;Fritidshus
13079;Frederikssund;2004-05-01;Fritidshus
13294;Frederikssund;2004-06-01;Fritidshus
13859;Frederikssund;2004-07-01;Fritidshus
13883;Frederikssund;2004-08-01;Fritidshus
13879;Frederikssund;2004-09-01;Fritidshus
14024;Frederikssund;2004-10-01;Fritidshus
13852;Frederikssund;2004-11-01;Fritidshus
13606;Frederikssund;2004-12-01;Fritidshus
13756;Frederikssund;2005-01-01;Fritidshus
14146;Frederikssund;2005-02-01;Fritidshus
14890;Frederikssund;2005-03-01;Fritidshus
15257;Frederikssund;2005-04-01;Fritidshus
15495;Frederikssund;2005-05-01;Fritidshus
15751;Frederikssund;2005-06-01;Fritidshus
16084;Frederikssund;2005-07-01;Fritidshus
16492;Frederikssund;2005-08-01;Fritidshus
17582;Frederikssund;2005-09-01;Fritidshus
18323;Frederikssund;2005-10-01;Fritidshus
17777;Frederikssund;2005-11-01;Fritidshus
18060;Frederikssund;2005-12-01;Fritidshus
18197;Frederikssund;2006-01-01;Fritidshus
18367;Frederikssund;2006-02-01;Fritidshus
19004;Frederikssund;2006-03-01;Fritidshus
19259;Frederikssund;2006-04-01;Fritidshus
19776;Frederikssund;2006-05-01;Fritidshus
20013;Frederikssund;2006-06-01;Fritidshus
20226;Frederikssund;2006-07-01;Fritidshus
20232;Frederikssund;2006-08-01;Fritidshus
20199;Frederikssund;2006-09-01;Fritidshus
20110;Frederikssund;2006-10-01;Fritidshus
20158;Frederikssund;2006-11-01;Fritidshus
20383;Frederikssund;2006-12-01;Fritidshus
20330;Frederikssund;2007-01-01;Fritidshus
20572;Frederikssund;2007-02-01;Fritidshus
20867;Frederikssund;2007-03-01;Fritidshus
21204;Frederikssund;2007-04-01;Fritidshus
21262;Frederikssund;2007-05-01;Fritidshus
21262;Frederikssund;2007-06-01;Fritidshus
21309;Frederikssund;2007-07-01;Fritidshus
21216;Frederikssund;2007-08-01;Fritidshus
21305;Frederikssund;2007-09-01;Fritidshus
21016;Frederikssund;2007-10-01;Fritidshus
20848;Frederikssund;2007-11-01;Fritidshus
20661;Frederikssund;2007-12-01;Fritidshus
20800;Frederikssund;2008-01-01;Fritidshus
20795;Frederikssund;2008-02-01;Fritidshus
20631;Frederikssund;2008-03-01;Fritidshus
20375;Frederikssund;2008-04-01;Fritidshus
19951;Frederikssund;2008-05-01;Fritidshus
19732;Frederikssund;2008-06-01;Fritidshus
19804;Frederikssund;2008-07-01;Fritidshus
19351;Frederikssund;2008-08-01;Fritidshus
19536;Frederikssund;2008-09-01;Fritidshus
19001;Frederikssund;2008-10-01;Fritidshus
18676;Frederikssund;2008-11-01;Fritidshus
18621;Frederikssund;2008-12-01;Fritidshus
18594;Frederikssund;2009-01-01;Fritidshus
18341;Frederikssund;2009-02-01;Fritidshus
18201;Frederikssund;2009-03-01;Fritidshus
17922;Frederikssund;2009-04-01;Fritidshus
17543;Frederikssund;2009-05-01;Fritidshus
17510;Frederikssund;2009-06-01;Fritidshus
17622;Frederikssund;2009-07-01;Fritidshus
17401;Frederikssund;2009-08-01;Fritidshus
17276;Frederikssund;2009-09-01;Fritidshus
17274;Frederikssund;2009-10-01;Fritidshus
17129;Frederikssund;2009-11-01;Fritidshus
16878;Frederikssund;2009-12-01;Fritidshus
16425;Frederikssund;2010-01-01;Fritidshus
16713;Frederikssund;2010-02-01;Fritidshus
16382;Frederikssund;2010-03-01;Fritidshus
16796;Frederikssund;2010-04-01;Fritidshus
16727;Frederikssund;2010-05-01;Fritidshus
17033;Frederikssund;2010-06-01;Fritidshus
16773;Frederikssund;2010-07-01;Fritidshus
16434;Frederikssund;2010-08-01;Fritidshus
16631;Frederikssund;2010-09-01;Fritidshus
16503;Frederikssund;2010-10-01;Fritidshus
16119;Frederikssund;2010-11-01;Fritidshus
16062;Frederikssund;2010-12-01;Fritidshus
15829;Frederikssund;2011-01-01;Fritidshus
15756;Frederikssund;2011-02-01;Fritidshus
15507;Frederikssund;2011-03-01;Fritidshus
15395;Frederikssund;2011-04-01;Fritidshus
15215;Frederikssund;2011-05-01;Fritidshus
14985;Frederikssund;2011-06-01;Fritidshus
14840;Frederikssund;2011-07-01;Fritidshus
14948;Frederikssund;2011-08-01;Fritidshus
14954;Frederikssund;2011-09-01;Fritidshus
14603;Frederikssund;2011-10-01;Fritidshus
14777;Frederikssund;2011-11-01;Fritidshus
14555;Frederikssund;2011-12-01;Fritidshus
14391;Frederikssund;2012-01-01;Fritidshus
13830;Frederikssund;2012-02-01;Fritidshus
13532;Frederikssund;2012-03-01;Fritidshus
13572;Frederikssund;2012-04-01;Fritidshus
13431;Frederikssund;2012-05-01;Fritidshus
13010;Frederikssund;2012-06-01;Fritidshus
13307;Frederikssund;2012-07-01;Fritidshus
13387;Frederikssund;2012-08-01;Fritidshus
13545;Frederikssund;2012-09-01;Fritidshus
13555;Frederikssund;2012-10-01;Fritidshus
13469;Frederikssund;2012-11-01;Fritidshus
13338;Frederikssund;2012-12-01;Fritidshus
13238;Frederikssund;2013-01-01;Fritidshus
13130;Frederikssund;2013-02-01;Fritidshus
12839;Frederikssund;2013-03-01;Fritidshus
12683;Frederikssund;2013-04-01;Fritidshus
12813;Frederikssund;2013-05-01;Fritidshus
13097;Frederikssund;2013-06-01;Fritidshus
12774;Frederikssund;2013-07-01;Fritidshus
12782;Frederikssund;2013-08-01;Fritidshus
12620;Frederikssund;2013-09-01;Fritidshus
12751;Frederikssund;2013-10-01;Fritidshus
12675;Frederikssund;2013-11-01;Fritidshus
12316;Frederikssund;2013-12-01;Fritidshus
12325;Frederikssund;2014-01-01;Fritidshus
12276;Frederikssund;2014-02-01;Fritidshus
12151;Frederikssund;2014-03-01;Fritidshus
12217;Frederikssund;2014-04-01;Fritidshus
12254;Frederikssund;2014-05-01;Fritidshus
12073;Frederikssund;2014-06-01;Fritidshus
12128;Frederikssund;2014-07-01;Fritidshus
12308;Frederikssund;2014-08-01;Fritidshus
12067;Frederikssund;2014-09-01;Fritidshus
12103;Frederikssund;2014-10-01;Fritidshus
11978;Frederikssund;2014-11-01;Fritidshus
11859;Frederikssund;2014-12-01;Fritidshus
11804;Frederikssund;2015-01-01;Fritidshus
11712;Frederikssund;2015-02-01;Fritidshus
11757;Frederikssund;2015-03-01;Fritidshus
11869;Frederikssund;2015-04-01;Fritidshus
11979;Frederikssund;2015-05-01;Fritidshus
12076;Frederikssund;2015-06-01;Fritidshus
12565;Frederikssund;2015-07-01;Fritidshus
12381;Frederikssund;2015-08-01;Fritidshus
12636;Frederikssund;2015-09-01;Fritidshus
12681;Frederikssund;2015-10-01;Fritidshus
12892;Frederikssund;2015-11-01;Fritidshus
12926;Frederikssund;2015-12-01;Fritidshus
13017;Frederikssund;2016-01-01;Fritidshus
13136;Frederikssund;2016-02-01;Fritidshus
13008;Frederikssund;2016-03-01;Fritidshus
13155;Frederikssund;2016-04-01;Fritidshus
13020;Frederikssund;2016-05-01;Fritidshus
13788;Frederikssund;2016-06-01;Fritidshus
13820;Frederikssund;2016-07-01;Fritidshus
14127;Frederikssund;2016-08-01;Fritidshus
13964;Frederikssund;2016-09-01;Fritidshus
13679;Frederikssund;2016-10-01;Fritidshus
13536;Frederikssund;2016-11-01;Fritidshus
13623;Frederikssund;2016-12-01;Fritidshus
13242;Frederikssund;2017-01-01;Fritidshus
13422;Frederikssund;2017-02-01;Fritidshus
13802;Frederikssund;2017-03-01;Fritidshus
14038;Frederikssund;2017-04-01;Fritidshus
13760;Frederikssund;2017-05-01;Fritidshus
13532;Frederikssund;2017-06-01;Fritidshus
13656;Frederikssund;2017-07-01;Fritidshus
13551;Frederikssund;2017-08-01;Fritidshus
14038;Frederikssund;2017-09-01;Fritidshus
14163;Frederikssund;2017-10-01;Fritidshus
14070;Frederikssund;2017-11-01;Fritidshus
13840;Frederikssund;2017-12-01;Fritidshus
16005;Halsnæs;2004-01-01;Fritidshus
15952;Halsnæs;2004-02-01;Fritidshus
15707;Halsnæs;2004-03-01;Fritidshus
16754;Halsnæs;2004-04-01;Fritidshus
17461;Halsnæs;2004-05-01;Fritidshus
17581;Halsnæs;2004-06-01;Fritidshus
17615;Halsnæs;2004-07-01;Fritidshus
17506;Halsnæs;2004-08-01;Fritidshus
17311;Halsnæs;2004-09-01;Fritidshus
18075;Halsnæs;2004-10-01;Fritidshus
17933;Halsnæs;2004-11-01;Fritidshus
17994;Halsnæs;2004-12-01;Fritidshus
17987;Halsnæs;2005-01-01;Fritidshus
18238;Halsnæs;2005-02-01;Fritidshus
18021;Halsnæs;2005-03-01;Fritidshus
18647;Halsnæs;2005-04-01;Fritidshus
19852;Halsnæs;2005-05-01;Fritidshus
21011;Halsnæs;2005-06-01;Fritidshus
22922;Halsnæs;2005-07-01;Fritidshus
23991;Halsnæs;2005-08-01;Fritidshus
25003;Halsnæs;2005-09-01;Fritidshus
24907;Halsnæs;2005-10-01;Fritidshus
25497;Halsnæs;2005-11-01;Fritidshus
26144;Halsnæs;2005-12-01;Fritidshus
25949;Halsnæs;2006-01-01;Fritidshus
26685;Halsnæs;2006-02-01;Fritidshus
25881;Halsnæs;2006-03-01;Fritidshus
25297;Halsnæs;2006-04-01;Fritidshus
25238;Halsnæs;2006-05-01;Fritidshus
27210;Halsnæs;2006-06-01;Fritidshus
27530;Halsnæs;2006-07-01;Fritidshus
27406;Halsnæs;2006-08-01;Fritidshus
27381;Halsnæs;2006-09-01;Fritidshus
27846;Halsnæs;2006-10-01;Fritidshus
27638;Halsnæs;2006-11-01;Fritidshus
27653;Halsnæs;2006-12-01;Fritidshus
27470;Halsnæs;2007-01-01;Fritidshus
27214;Halsnæs;2007-02-01;Fritidshus
27076;Halsnæs;2007-03-01;Fritidshus
27586;Halsnæs;2007-04-01;Fritidshus
27540;Halsnæs;2007-05-01;Fritidshus
26706;Halsnæs;2007-06-01;Fritidshus
26380;Halsnæs;2007-07-01;Fritidshus
25891;Halsnæs;2007-08-01;Fritidshus
26568;Halsnæs;2007-09-01;Fritidshus
26362;Halsnæs;2007-10-01;Fritidshus
26603;Halsnæs;2007-11-01;Fritidshus
26844;Halsnæs;2007-12-01;Fritidshus
26415;Halsnæs;2008-01-01;Fritidshus
26185;Halsnæs;2008-02-01;Fritidshus
26148;Halsnæs;2008-03-01;Fritidshus
26303;Halsnæs;2008-04-01;Fritidshus
25704;Halsnæs;2008-05-01;Fritidshus
25573;Halsnæs;2008-06-01;Fritidshus
25454;Halsnæs;2008-07-01;Fritidshus
25246;Halsnæs;2008-08-01;Fritidshus
24850;Halsnæs;2008-09-01;Fritidshus
24786;Halsnæs;2008-10-01;Fritidshus
24591;Halsnæs;2008-11-01;Fritidshus
24335;Halsnæs;2008-12-01;Fritidshus
23819;Halsnæs;2009-01-01;Fritidshus
23596;Halsnæs;2009-02-01;Fritidshus
24032;Halsnæs;2009-03-01;Fritidshus
23612;Halsnæs;2009-04-01;Fritidshus
22824;Halsnæs;2009-05-01;Fritidshus
22637;Halsnæs;2009-06-01;Fritidshus
22982;Halsnæs;2009-07-01;Fritidshus
22672;Halsnæs;2009-08-01;Fritidshus
22442;Halsnæs;2009-09-01;Fritidshus
21681;Halsnæs;2009-10-01;Fritidshus
21433;Halsnæs;2009-11-01;Fritidshus
20424;Halsnæs;2009-12-01;Fritidshus
20552;Halsnæs;2010-01-01;Fritidshus
20326;Halsnæs;2010-02-01;Fritidshus
21402;Halsnæs;2010-03-01;Fritidshus
21236;Halsnæs;2010-04-01;Fritidshus
21532;Halsnæs;2010-05-01;Fritidshus
21305;Halsnæs;2010-06-01;Fritidshus
20937;Halsnæs;2010-07-01;Fritidshus
20812;Halsnæs;2010-08-01;Fritidshus
20432;Halsnæs;2010-09-01;Fritidshus
20264;Halsnæs;2010-10-01;Fritidshus
20061;Halsnæs;2010-11-01;Fritidshus
19812;Halsnæs;2010-12-01;Fritidshus
19851;Halsnæs;2011-01-01;Fritidshus
19811;Halsnæs;2011-02-01;Fritidshus
20226;Halsnæs;2011-03-01;Fritidshus
20125;Halsnæs;2011-04-01;Fritidshus
20381;Halsnæs;2011-05-01;Fritidshus
20157;Halsnæs;2011-06-01;Fritidshus
20174;Halsnæs;2011-07-01;Fritidshus
19682;Halsnæs;2011-08-01;Fritidshus
19724;Halsnæs;2011-09-01;Fritidshus
19352;Halsnæs;2011-10-01;Fritidshus
20032;Halsnæs;2011-11-01;Fritidshus
20286;Halsnæs;2011-12-01;Fritidshus
20057;Halsnæs;2012-01-01;Fritidshus
19889;Halsnæs;2012-02-01;Fritidshus
19229;Halsnæs;2012-03-01;Fritidshus
19400;Halsnæs;2012-04-01;Fritidshus
19675;Halsnæs;2012-05-01;Fritidshus
19481;Halsnæs;2012-06-01;Fritidshus
19311;Halsnæs;2012-07-01;Fritidshus
20117;Halsnæs;2012-08-01;Fritidshus
18521;Halsnæs;2012-09-01;Fritidshus
18596;Halsnæs;2012-10-01;Fritidshus
17877;Halsnæs;2012-11-01;Fritidshus
18200;Halsnæs;2012-12-01;Fritidshus
18472;Halsnæs;2013-01-01;Fritidshus
18519;Halsnæs;2013-02-01;Fritidshus
18581;Halsnæs;2013-03-01;Fritidshus
18183;Halsnæs;2013-04-01;Fritidshus
18417;Halsnæs;2013-05-01;Fritidshus
18209;Halsnæs;2013-06-01;Fritidshus
18227;Halsnæs;2013-07-01;Fritidshus
18292;Halsnæs;2013-08-01;Fritidshus
18243;Halsnæs;2013-09-01;Fritidshus
18103;Halsnæs;2013-10-01;Fritidshus
18267;Halsnæs;2013-11-01;Fritidshus
18018;Halsnæs;2013-12-01;Fritidshus
17590;Halsnæs;2014-01-01;Fritidshus
17483;Halsnæs;2014-02-01;Fritidshus
16732;Halsnæs;2014-03-01;Fritidshus
17959;Halsnæs;2014-04-01;Fritidshus
17675;Halsnæs;2014-05-01;Fritidshus
17776;Halsnæs;2014-06-01;Fritidshus
17724;Halsnæs;2014-07-01;Fritidshus
17334;Halsnæs;2014-08-01;Fritidshus
17240;Halsnæs;2014-09-01;Fritidshus
17380;Halsnæs;2014-10-01;Fritidshus
16978;Halsnæs;2014-11-01;Fritidshus
16820;Halsnæs;2014-12-01;Fritidshus
17067;Halsnæs;2015-01-01;Fritidshus
17770;Halsnæs;2015-02-01;Fritidshus
17504;Halsnæs;2015-03-01;Fritidshus
17490;Halsnæs;2015-04-01;Fritidshus
17479;Halsnæs;2015-05-01;Fritidshus
18066;Halsnæs;2015-06-01;Fritidshus
18320;Halsnæs;2015-07-01;Fritidshus
18528;Halsnæs;2015-08-01;Fritidshus
18413;Halsnæs;2015-09-01;Fritidshus
18152;Halsnæs;2015-10-01;Fritidshus
17259;Halsnæs;2015-11-01;Fritidshus
17789;Halsnæs;2015-12-01;Fritidshus
17858;Halsnæs;2016-01-01;Fritidshus
17633;Halsnæs;2016-02-01;Fritidshus
20768;Halsnæs;2016-03-01;Fritidshus
20609;Halsnæs;2016-04-01;Fritidshus
20588;Halsnæs;2016-05-01;Fritidshus
20225;Halsnæs;2016-06-01;Fritidshus
20720;Halsnæs;2016-07-01;Fritidshus
21067;Halsnæs;2016-08-01;Fritidshus
22308;Halsnæs;2016-09-01;Fritidshus
22099;Halsnæs;2016-10-01;Fritidshus
21440;Halsnæs;2016-11-01;Fritidshus
21114;Halsnæs;2016-12-01;Fritidshus
20522;Halsnæs;2017-01-01;Fritidshus
20438;Halsnæs;2017-02-01;Fritidshus
22108;Halsnæs;2017-03-01;Fritidshus
21987;Halsnæs;2017-04-01;Fritidshus
22220;Halsnæs;2017-05-01;Fritidshus
21628;Halsnæs;2017-06-01;Fritidshus
22107;Halsnæs;2017-07-01;Fritidshus
22209;Halsnæs;2017-08-01;Fritidshus
21541;Halsnæs;2017-09-01;Fritidshus
21599;Halsnæs;2017-10-01;Fritidshus
20726;Halsnæs;2017-11-01;Fritidshus
20747;Halsnæs;2017-12-01;Fritidshus
24832;Furesø;2004-01-01;Fritidshus
25913;Furesø;2004-02-01;Fritidshus
29225;Furesø;2004-03-01;Fritidshus
21619;Furesø;2004-04-01;Fritidshus
24965;Furesø;2004-05-01;Fritidshus
17348;Furesø;2004-06-01;Fritidshus
0;Furesø;2004-07-01;Fritidshus
0;Furesø;2004-08-01;Fritidshus
0;Furesø;2004-09-01;Fritidshus
0;Furesø;2004-10-01;Fritidshus
0;Furesø;2004-11-01;Fritidshus
0;Furesø;2004-12-01;Fritidshus
0;Furesø;2005-01-01;Fritidshus
0;Furesø;2005-02-01;Fritidshus
32090;Furesø;2005-03-01;Fritidshus
32672;Furesø;2005-04-01;Fritidshus
0;Furesø;2005-05-01;Fritidshus
0;Furesø;2005-06-01;Fritidshus
0;Furesø;2005-07-01;Fritidshus
0;Furesø;2005-08-01;Fritidshus
37704;Furesø;2005-09-01;Fritidshus
65385;Furesø;2005-10-01;Fritidshus
0;Furesø;2005-11-01;Fritidshus
0;Furesø;2005-12-01;Fritidshus
32836;Furesø;2006-01-01;Fritidshus
32836;Furesø;2006-02-01;Fritidshus
0;Furesø;2006-03-01;Fritidshus
0;Furesø;2006-04-01;Fritidshus
0;Furesø;2006-05-01;Fritidshus
0;Furesø;2006-06-01;Fritidshus
42373;Furesø;2006-07-01;Fritidshus
0;Furesø;2006-08-01;Fritidshus
0;Furesø;2006-09-01;Fritidshus
0;Furesø;2006-10-01;Fritidshus
0;Furesø;2006-11-01;Fritidshus
0;Furesø;2006-12-01;Fritidshus
0;Furesø;2007-01-01;Fritidshus
0;Furesø;2007-02-01;Fritidshus
103676;Furesø;2007-03-01;Fritidshus
103676;Furesø;2007-04-01;Fritidshus
103676;Furesø;2007-05-01;Fritidshus
103676;Furesø;2007-06-01;Fritidshus
103676;Furesø;2007-07-01;Fritidshus
103676;Furesø;2007-08-01;Fritidshus
103676;Furesø;2007-09-01;Fritidshus
84904;Furesø;2007-10-01;Fritidshus
83590;Furesø;2007-11-01;Fritidshus
103676;Furesø;2007-12-01;Fritidshus
0;Furesø;2008-01-01;Fritidshus
0;Furesø;2008-02-01;Fritidshus
43438;Furesø;2008-03-01;Fritidshus
43438;Furesø;2008-04-01;Fritidshus
42313;Furesø;2008-05-01;Fritidshus
45942;Furesø;2008-06-01;Fritidshus
54485;Furesø;2008-07-01;Fritidshus
53056;Furesø;2008-08-01;Fritidshus
53056;Furesø;2008-09-01;Fritidshus
51821;Furesø;2008-10-01;Fritidshus
50586;Furesø;2008-11-01;Fritidshus
49660;Furesø;2008-12-01;Fritidshus
48735;Furesø;2009-01-01;Fritidshus
48735;Furesø;2009-02-01;Fritidshus
48735;Furesø;2009-03-01;Fritidshus
44269;Furesø;2009-04-01;Fritidshus
44269;Furesø;2009-05-01;Fritidshus
43482;Furesø;2009-06-01;Fritidshus
42694;Furesø;2009-07-01;Fritidshus
44038;Furesø;2009-08-01;Fritidshus
45465;Furesø;2009-09-01;Fritidshus
45833;Furesø;2009-10-01;Fritidshus
45833;Furesø;2009-11-01;Fritidshus
48722;Furesø;2009-12-01;Fritidshus
48056;Furesø;2010-01-01;Fritidshus
44694;Furesø;2010-02-01;Fritidshus
44694;Furesø;2010-03-01;Fritidshus
43861;Furesø;2010-04-01;Fritidshus
45298;Furesø;2010-05-01;Fritidshus
45298;Furesø;2010-06-01;Fritidshus
45009;Furesø;2010-07-01;Fritidshus
46080;Furesø;2010-08-01;Fritidshus
50000;Furesø;2010-09-01;Fritidshus
43673;Furesø;2010-10-01;Fritidshus
43673;Furesø;2010-11-01;Fritidshus
43673;Furesø;2010-12-01;Fritidshus
43673;Furesø;2011-01-01;Fritidshus
36575;Furesø;2011-02-01;Fritidshus
33628;Furesø;2011-03-01;Fritidshus
36270;Furesø;2011-04-01;Fritidshus
24116;Furesø;2011-05-01;Fritidshus
21144;Furesø;2011-06-01;Fritidshus
20535;Furesø;2011-07-01;Fritidshus
23028;Furesø;2011-08-01;Fritidshus
21912;Furesø;2011-09-01;Fritidshus
18286;Furesø;2011-10-01;Fritidshus
18047;Furesø;2011-11-01;Fritidshus
19592;Furesø;2011-12-01;Fritidshus
16787;Furesø;2012-01-01;Fritidshus
14934;Furesø;2012-02-01;Fritidshus
14934;Furesø;2012-03-01;Fritidshus
14934;Furesø;2012-04-01;Fritidshus
14934;Furesø;2012-05-01;Fritidshus
14934;Furesø;2012-06-01;Fritidshus
11548;Furesø;2012-07-01;Fritidshus
11548;Furesø;2012-08-01;Fritidshus
11548;Furesø;2012-09-01;Fritidshus
11548;Furesø;2012-10-01;Fritidshus
11548;Furesø;2012-11-01;Fritidshus
16361;Furesø;2012-12-01;Fritidshus
18393;Furesø;2013-01-01;Fritidshus
14961;Furesø;2013-02-01;Fritidshus
12313;Furesø;2013-03-01;Fritidshus
11946;Furesø;2013-04-01;Fritidshus
26111;Furesø;2013-05-01;Fritidshus
26111;Furesø;2013-06-01;Fritidshus
25288;Furesø;2013-07-01;Fritidshus
25288;Furesø;2013-08-01;Fritidshus
25485;Furesø;2013-09-01;Fritidshus
32217;Furesø;2013-10-01;Fritidshus
20821;Furesø;2013-11-01;Fritidshus
32206;Furesø;2013-12-01;Fritidshus
28265;Furesø;2014-01-01;Fritidshus
28265;Furesø;2014-02-01;Fritidshus
28265;Furesø;2014-03-01;Fritidshus
28265;Furesø;2014-04-01;Fritidshus
28151;Furesø;2014-05-01;Fritidshus
29030;Furesø;2014-06-01;Fritidshus
20821;Furesø;2014-07-01;Fritidshus
20821;Furesø;2014-08-01;Fritidshus
0;Furesø;2014-09-01;Fritidshus
0;Furesø;2014-10-01;Fritidshus
0;Furesø;2014-11-01;Fritidshus
0;Furesø;2014-12-01;Fritidshus
45513;Furesø;2015-01-01;Fritidshus
23409;Furesø;2015-02-01;Fritidshus
24107;Furesø;2015-03-01;Fritidshus
24107;Furesø;2015-04-01;Fritidshus
37324;Furesø;2015-05-01;Fritidshus
37324;Furesø;2015-06-01;Fritidshus
36851;Furesø;2015-07-01;Fritidshus
36378;Furesø;2015-08-01;Fritidshus
29500;Furesø;2015-09-01;Fritidshus
29500;Furesø;2015-10-01;Fritidshus
28475;Furesø;2015-11-01;Fritidshus
27450;Furesø;2015-12-01;Fritidshus
27013;Furesø;2016-01-01;Fritidshus
26264;Furesø;2016-02-01;Fritidshus
18705;Furesø;2016-03-01;Fritidshus
18705;Furesø;2016-04-01;Fritidshus
0;Furesø;2016-05-01;Fritidshus
0;Furesø;2016-06-01;Fritidshus
0;Furesø;2016-07-01;Fritidshus
0;Furesø;2016-08-01;Fritidshus
0;Furesø;2016-09-01;Fritidshus
0;Furesø;2016-10-01;Fritidshus
0;Furesø;2016-11-01;Fritidshus
0;Furesø;2016-12-01;Fritidshus
0;Furesø;2017-01-01;Fritidshus
0;Furesø;2017-02-01;Fritidshus
0;Furesø;2017-03-01;Fritidshus
0;Furesø;2017-04-01;Fritidshus
0;Furesø;2017-05-01;Fritidshus
0;Furesø;2017-06-01;Fritidshus
0;Furesø;2017-07-01;Fritidshus
0;Furesø;2017-08-01;Fritidshus
0;Furesø;2017-09-01;Fritidshus
0;Furesø;2017-10-01;Fritidshus
0;Furesø;2017-11-01;Fritidshus
0;Furesø;2017-12-01;Fritidshus
21623;Gribskov;2004-01-01;Fritidshus
21535;Gribskov;2004-02-01;Fritidshus
21617;Gribskov;2004-03-01;Fritidshus
21660;Gribskov;2004-04-01;Fritidshus
21108;Gribskov;2004-05-01;Fritidshus
20607;Gribskov;2004-06-01;Fritidshus
21108;Gribskov;2004-07-01;Fritidshus
21425;Gribskov;2004-08-01;Fritidshus
21543;Gribskov;2004-09-01;Fritidshus
21672;Gribskov;2004-10-01;Fritidshus
21910;Gribskov;2004-11-01;Fritidshus
22318;Gribskov;2004-12-01;Fritidshus
23111;Gribskov;2005-01-01;Fritidshus
22978;Gribskov;2005-02-01;Fritidshus
23385;Gribskov;2005-03-01;Fritidshus
23632;Gribskov;2005-04-01;Fritidshus
24187;Gribskov;2005-05-01;Fritidshus
25292;Gribskov;2005-06-01;Fritidshus
25120;Gribskov;2005-07-01;Fritidshus
25922;Gribskov;2005-08-01;Fritidshus
26346;Gribskov;2005-09-01;Fritidshus
26976;Gribskov;2005-10-01;Fritidshus
26102;Gribskov;2005-11-01;Fritidshus
25630;Gribskov;2005-12-01;Fritidshus
26238;Gribskov;2006-01-01;Fritidshus
26694;Gribskov;2006-02-01;Fritidshus
27379;Gribskov;2006-03-01;Fritidshus
28282;Gribskov;2006-04-01;Fritidshus
29497;Gribskov;2006-05-01;Fritidshus
30606;Gribskov;2006-06-01;Fritidshus
31067;Gribskov;2006-07-01;Fritidshus
31539;Gribskov;2006-08-01;Fritidshus
31211;Gribskov;2006-09-01;Fritidshus
30543;Gribskov;2006-10-01;Fritidshus
30409;Gribskov;2006-11-01;Fritidshus
29662;Gribskov;2006-12-01;Fritidshus
28683;Gribskov;2007-01-01;Fritidshus
29017;Gribskov;2007-02-01;Fritidshus
29335;Gribskov;2007-03-01;Fritidshus
29416;Gribskov;2007-04-01;Fritidshus
29670;Gribskov;2007-05-01;Fritidshus
29794;Gribskov;2007-06-01;Fritidshus
30433;Gribskov;2007-07-01;Fritidshus
30626;Gribskov;2007-08-01;Fritidshus
31321;Gribskov;2007-09-01;Fritidshus
30268;Gribskov;2007-10-01;Fritidshus
30283;Gribskov;2007-11-01;Fritidshus
30330;Gribskov;2007-12-01;Fritidshus
30628;Gribskov;2008-01-01;Fritidshus
30860;Gribskov;2008-02-01;Fritidshus
30199;Gribskov;2008-03-01;Fritidshus
29578;Gribskov;2008-04-01;Fritidshus
30229;Gribskov;2008-05-01;Fritidshus
30132;Gribskov;2008-06-01;Fritidshus
30052;Gribskov;2008-07-01;Fritidshus
29802;Gribskov;2008-08-01;Fritidshus
29005;Gribskov;2008-09-01;Fritidshus
29374;Gribskov;2008-10-01;Fritidshus
29293;Gribskov;2008-11-01;Fritidshus
28596;Gribskov;2008-12-01;Fritidshus
28291;Gribskov;2009-01-01;Fritidshus
27814;Gribskov;2009-02-01;Fritidshus
28320;Gribskov;2009-03-01;Fritidshus
29294;Gribskov;2009-04-01;Fritidshus
28976;Gribskov;2009-05-01;Fritidshus
29364;Gribskov;2009-06-01;Fritidshus
29076;Gribskov;2009-07-01;Fritidshus
29103;Gribskov;2009-08-01;Fritidshus
29769;Gribskov;2009-09-01;Fritidshus
28641;Gribskov;2009-10-01;Fritidshus
28233;Gribskov;2009-11-01;Fritidshus
27698;Gribskov;2009-12-01;Fritidshus
28351;Gribskov;2010-01-01;Fritidshus
27654;Gribskov;2010-02-01;Fritidshus
29038;Gribskov;2010-03-01;Fritidshus
28739;Gribskov;2010-04-01;Fritidshus
29494;Gribskov;2010-05-01;Fritidshus
29408;Gribskov;2010-06-01;Fritidshus
29450;Gribskov;2010-07-01;Fritidshus
29587;Gribskov;2010-08-01;Fritidshus
28641;Gribskov;2010-09-01;Fritidshus
28435;Gribskov;2010-10-01;Fritidshus
27573;Gribskov;2010-11-01;Fritidshus
28094;Gribskov;2010-12-01;Fritidshus
27759;Gribskov;2011-01-01;Fritidshus
27407;Gribskov;2011-02-01;Fritidshus
26821;Gribskov;2011-03-01;Fritidshus
26744;Gribskov;2011-04-01;Fritidshus
26955;Gribskov;2011-05-01;Fritidshus
26206;Gribskov;2011-06-01;Fritidshus
26038;Gribskov;2011-07-01;Fritidshus
26066;Gribskov;2011-08-01;Fritidshus
25382;Gribskov;2011-09-01;Fritidshus
25089;Gribskov;2011-10-01;Fritidshus
25099;Gribskov;2011-11-01;Fritidshus
25052;Gribskov;2011-12-01;Fritidshus
